Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
CD44 	 N2 	 0.3355028 	 0.1186508 	 2.827649 	 1.584657 	 -89.80442 	 -85.80442 	 0.7381061 	 -8543.844 	 -8543.759 	 0.1942632 	 -223.3243 
CD44 	 N3 	 0.3918257 	 0.1186508 	 3.302344 	 1.627977 	 -83.56408 	 -73.56408 	 0.7444689 	 -9006.965 	 -9006.783 	 0.1215786 	 -224.4466 
GABRB3 	 U 	 Inf 	 0.1793651 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GABRB3 	 LR 	 0.3971536 	 0.1793651 	 2.214219 	 1.539686 	 -88.40351 	 -87.92351 	 1.032599 	 -3804.498 	 -3804.486 	 22.28829 	 -102.0514 
GABRB3 	 N1 	 0.8440309 	 0.1793651 	 4.705659 	 1.549845 	 -66.39344 	 -65.39344 	 2.110077 	 -5859.331 	 -5859.307 	 2.855602 	 -157.0652 
GABRB3 	 N2 	 0.8835568 	 0.1793651 	 4.926025 	 1.584657 	 -62.69131 	 -58.69131 	 1.943825 	 -7798.097 	 -7798.012 	 0.4092047 	 -202.4642 
GABRB3 	 N3 	 1.075831 	 0.1793651 	 5.997998 	 1.627977 	 -55.28319 	 -45.28319 	 2.04408 	 -8214.939 	 -8214.758 	 0.2682167 	 -202.292 
SOX2 	 U 	 Inf 	 0.1924603 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX2 	 LR 	 0.1481144 	 0.1924603 	 0.7695839 	 1.539686 	 -116.021 	 -115.541 	 0.3850973 	 -3997.572 	 -3997.56 	 18.37847 	 -107.4521 
SOX2 	 N1 	 0.1669827 	 0.1924603 	 0.8676214 	 1.549845 	 -111.7618 	 -110.7618 	 0.4174567 	 -6838.173 	 -6838.149 	 1.074031 	 -184.4454 
SOX2 	 N2 	 0.2177744 	 0.1924603 	 1.131529 	 1.584657 	 -101.9052 	 -97.9052 	 0.4791036 	 -8554.373 	 -8554.289 	 0.1922304 	 -223.6188 
SOX2 	 N3 	 0.2511578 	 0.1924603 	 1.304985 	 1.627977 	 -96.01668 	 -86.01668 	 0.4771999 	 -8726.13 	 -8725.948 	 0.1609535 	 -216.591 
ZNF281 	 U 	 Inf 	 0.06031746 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZNF281 	 LR 	 0.05229816 	 0.06031746 	 0.8670484 	 1.539686 	 -145.1696 	 -144.6896 	 0.1359752 	 -7267.754 	 -7267.742 	 0.7006582 	 -198.9257 
ZNF281 	 N1 	 0.05382182 	 0.06031746 	 0.8923092 	 1.549845 	 -143.4637 	 -142.4637 	 0.1345546 	 -6843.284 	 -6843.26 	 1.068562 	 -184.5884 
ZNF281 	 N2 	 0.06945915 	 0.06031746 	 1.15156 	 1.584657 	 -133.9014 	 -129.9014 	 0.1528101 	 -8604.599 	 -8604.514 	 0.1828232 	 -225.0237 
ZNF281 	 N3 	 0.08235563 	 0.06031746 	 1.36537 	 1.627977 	 -127.2377 	 -117.2377 	 0.1564757 	 -8966.451 	 -8966.27 	 0.1266002 	 -223.3133 
SP1 	 U 	 Inf 	 0.05873016 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SP1 	 LR 	 0.07169157 	 0.05873016 	 1.220694 	 1.539686 	 -136.3381 	 -135.8581 	 0.1863981 	 -7235.935 	 -7235.923 	 0.723288 	 -198.0357 
SP1 	 N1 	 0.07507019 	 0.05873016 	 1.278222 	 1.549845 	 -134.1469 	 -133.1469 	 0.1876755 	 -7030.585 	 -7030.561 	 0.8862103 	 -189.8276 
SP1 	 N2 	 0.07492051 	 0.05873016 	 1.275674 	 1.584657 	 -131.7821 	 -127.7821 	 0.1648251 	 -7696.381 	 -7696.297 	 0.4529717 	 -199.6191 
SP1 	 N3 	 0.09023996 	 0.05873016 	 1.536518 	 1.627977 	 -124.6777 	 -114.6777 	 0.1714559 	 -9156.339 	 -9156.158 	 0.1047248 	 -228.6249 
LEFTY1 	 U 	 Inf 	 0.1892857 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY1 	 LR 	 0.2706708 	 0.1892857 	 1.429959 	 1.539686 	 -99.13926 	 -98.65926 	 0.7037441 	 -5385.544 	 -5385.532 	 4.593281 	 -146.2765 
LEFTY1 	 N1 	 0.3106737 	 0.1892857 	 1.641295 	 1.549845 	 -94.37793 	 -93.37793 	 0.7766842 	 -5910.67 	 -5910.646 	 2.712839 	 -158.5013 
LEFTY1 	 N2 	 0.3614654 	 0.1892857 	 1.909628 	 1.584657 	 -87.71741 	 -83.71741 	 0.7952238 	 -7871.839 	 -7871.754 	 0.3801428 	 -204.527 
LEFTY1 	 N3 	 0.4149323 	 0.1892857 	 2.192095 	 1.627977 	 -81.95974 	 -71.95974 	 0.7883713 	 -8439.028 	 -8438.846 	 0.2144187 	 -208.5602 
SET 	 U 	 Inf 	 0.04047619 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SET 	 LR 	 0.0534182 	 0.04047619 	 1.319744 	 1.539686 	 -144.5763 	 -144.0963 	 0.1388873 	 -7232.676 	 -7232.664 	 0.7256469 	 -197.9445 
SET 	 N1 	 0.05300485 	 0.04047619 	 1.309532 	 1.549845 	 -143.892 	 -142.892 	 0.1325121 	 -6938.547 	 -6938.523 	 0.9715574 	 -187.2531 
SET 	 N2 	 0.06318469 	 0.04047619 	 1.561034 	 1.584657 	 -136.5523 	 -132.5523 	 0.1390063 	 -6613.967 	 -6613.882 	 1.335636 	 -169.3417 
SET 	 N3 	 0.08867987 	 0.04047619 	 2.190914 	 1.627977 	 -125.166 	 -115.166 	 0.1684918 	 -8657.692 	 -8657.511 	 0.1723427 	 -214.6767 
CBX7 	 U 	 Inf 	 0.04206349 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CBX7 	 LR 	 0.02365787 	 0.04206349 	 0.5624323 	 1.539686 	 -167.3811 	 -166.9011 	 0.06151045 	 -6905.495 	 -6905.483 	 1.006181 	 -188.7926 
CBX7 	 N1 	 0.0288036 	 0.04206349 	 0.6847648 	 1.549845 	 -160.9687 	 -159.9687 	 0.072009 	 -6484.31 	 -6484.286 	 1.529481 	 -174.5471 
CBX7 	 N2 	 0.04133442 	 0.04206349 	 0.9826673 	 1.584657 	 -148.4346 	 -144.4346 	 0.09093572 	 -9269.835 	 -9269.751 	 0.09406134 	 -243.6318 
CBX7 	 N3 	 0.04745357 	 0.04206349 	 1.128142 	 1.627977 	 -142.6739 	 -132.6739 	 0.09016179 	 -9374.816 	 -9374.634 	 0.08419015 	 -234.7361 
UTF1 	 U 	 Inf 	 0.1607143 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
UTF1 	 LR 	 0.7249625 	 0.1607143 	 4.510878 	 1.539686 	 -71.5532 	 -71.0732 	 1.884902 	 -3243.547 	 -3243.535 	 39.03475 	 -86.36047 
UTF1 	 N1 	 1.094089 	 0.1607143 	 6.807663 	 1.549845 	 -59.12778 	 -58.12778 	 2.735222 	 -5138.787 	 -5138.763 	 5.865618 	 -136.9101 
UTF1 	 N2 	 1.517514 	 0.1607143 	 9.442312 	 1.584657 	 -47.54686 	 -43.54686 	 3.338532 	 -8406.612 	 -8406.528 	 0.2228075 	 -219.4857 
UTF1 	 N3 	 1.74857 	 0.1607143 	 10.87999 	 1.627977 	 -41.68346 	 -31.68346 	 3.322284 	 -8460.925 	 -8460.743 	 0.2097792 	 -209.1727 
CDH2_NCAD 	 U 	 Inf 	 0.1384921 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH2_NCAD 	 LR 	 0.1621349 	 0.1384921 	 1.170716 	 1.539686 	 -113.4886 	 -113.0086 	 0.4215506 	 -5067.088 	 -5067.076 	 6.313771 	 -137.3686 
CDH2_NCAD 	 N1 	 0.177221 	 0.1384921 	 1.279648 	 1.549845 	 -110.0956 	 -109.0956 	 0.4430526 	 -4910.498 	 -4910.474 	 7.368165 	 -130.5244 
CDH2_NCAD 	 N2 	 0.2235849 	 0.1384921 	 1.614424 	 1.584657 	 -101.1679 	 -97.16792 	 0.4918867 	 -7031.196 	 -7031.111 	 0.8803774 	 -181.0125 
CDH2_NCAD 	 N3 	 0.2709479 	 0.1384921 	 1.956415 	 1.627977 	 -93.89302 	 -83.89302 	 0.514801 	 -6384.222 	 -6384.04 	 1.670176 	 -151.0831 
HNF4A 	 U 	 Inf 	 0.09206349 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HNF4A 	 LR 	 0.08662101 	 0.09206349 	 0.9408834 	 1.539686 	 -131.0414 	 -130.5614 	 0.2252146 	 -4918.61 	 -4918.598 	 7.323309 	 -133.2154 
HNF4A 	 N1 	 0.1134702 	 0.09206349 	 1.232522 	 1.549845 	 -122.5796 	 -121.5796 	 0.2836756 	 -5562.487 	 -5562.463 	 3.841376 	 -148.7619 
HNF4A 	 N2 	 0.1914149 	 0.09206349 	 2.079161 	 1.584657 	 -105.5177 	 -101.5177 	 0.4211127 	 -7936.378 	 -7936.294 	 0.3564066 	 -206.3323 
HNF4A 	 N3 	 0.2245728 	 0.09206349 	 2.439325 	 1.627977 	 -99.14937 	 -89.14937 	 0.4266883 	 -9077.514 	 -9077.333 	 0.1133049 	 -226.42 
TGFBR2 	 U 	 Inf 	 0.2154762 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TGFBR2 	 LR 	 0.2095988 	 0.2154762 	 0.9727237 	 1.539686 	 -106.2991 	 -105.8191 	 0.5449569 	 -6038.359 	 -6038.347 	 2.392722 	 -164.537 
TGFBR2 	 N1 	 0.278316 	 0.2154762 	 1.291632 	 1.549845 	 -97.45753 	 -96.45753 	 0.6957901 	 -5223.287 	 -5223.263 	 5.390791 	 -139.2738 
TGFBR2 	 N2 	 0.2320203 	 0.2154762 	 1.076779 	 1.584657 	 -100.131 	 -96.13097 	 0.5104447 	 -7297.882 	 -7297.798 	 0.6744722 	 -188.4722 
TGFBR2 	 N3 	 0.2778927 	 0.2154762 	 1.289668 	 1.627977 	 -93.18438 	 -83.18438 	 0.5279961 	 -7582.397 	 -7582.216 	 0.5045695 	 -184.5985 
DUSP10 	 U 	 Inf 	 0.07103175 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DUSP10 	 LR 	 0.09600736 	 0.07103175 	 1.351612 	 1.539686 	 -128.1607 	 -127.6807 	 0.2496191 	 -6023.966 	 -6023.954 	 2.427377 	 -164.1344 
DUSP10 	 N1 	 0.1087573 	 0.07103175 	 1.531109 	 1.549845 	 -123.7674 	 -122.7674 	 0.2718933 	 -7948.707 	 -7948.683 	 0.3541603 	 -215.5093 
DUSP10 	 N2 	 0.1290661 	 0.07103175 	 1.81702 	 1.584657 	 -116.553 	 -112.553 	 0.2839455 	 -8375.998 	 -8375.913 	 0.2297271 	 -218.6293 
DUSP10 	 N3 	 0.1586559 	 0.07103175 	 2.233591 	 1.627977 	 -108.8783 	 -98.87832 	 0.3014461 	 -9126.871 	 -9126.69 	 0.1078536 	 -227.8006 
MYC 	 U 	 Inf 	 0.05198413 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
MYC 	 LR 	 0.1464575 	 0.05198413 	 2.81735 	 1.539686 	 -116.336 	 -115.856 	 0.3807895 	 -7015.581 	 -7015.569 	 0.9013935 	 -191.8719 
MYC 	 N1 	 0.1599744 	 0.05198413 	 3.077369 	 1.549845 	 -112.9624 	 -111.9624 	 0.3999359 	 -6772.271 	 -6772.247 	 1.147121 	 -182.602 
MYC 	 N2 	 0.1414736 	 0.05198413 	 2.721476 	 1.584657 	 -113.9829 	 -109.9829 	 0.3112418 	 -8368.378 	 -8368.294 	 0.2314824 	 -218.4162 
MYC 	 N3 	 0.1718564 	 0.05198413 	 3.30594 	 1.627977 	 -106.6405 	 -96.6405 	 0.3265272 	 -7763.069 	 -7762.888 	 0.4212447 	 -189.6523 
ZFP42_REX1 	 U 	 Inf 	 0.1757937 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZFP42_REX1 	 LR 	 0.1781927 	 0.1757937 	 1.013647 	 1.539686 	 -110.8443 	 -110.3643 	 0.4633011 	 -3500.828 	 -3500.816 	 30.18749 	 -93.55716 
ZFP42_REX1 	 N1 	 0.2245936 	 0.1757937 	 1.277598 	 1.549845 	 -103.4625 	 -102.4625 	 0.561484 	 -7390.373 	 -7390.349 	 0.6186415 	 -199.8916 
ZFP42_REX1 	 N2 	 0.2573861 	 0.1757937 	 1.464137 	 1.584657 	 -97.22591 	 -93.22591 	 0.5662493 	 -8665.952 	 -8665.868 	 0.171954 	 -226.7399 
ZFP42_REX1 	 N3 	 0.2931343 	 0.1757937 	 1.667491 	 1.627977 	 -91.6893 	 -81.6893 	 0.5569552 	 -8914.854 	 -8914.672 	 0.1332971 	 -221.87 
TRIM28 	 U 	 Inf 	 0.0547619 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TRIM28 	 LR 	 0.05175866 	 0.0547619 	 0.9451581 	 1.539686 	 -145.46 	 -144.98 	 0.1345725 	 -7709.518 	 -7709.506 	 0.4506532 	 -211.2827 
TRIM28 	 N1 	 0.05658448 	 0.0547619 	 1.033282 	 1.549845 	 -142.0622 	 -141.0622 	 0.1414612 	 -8217.43 	 -8217.406 	 0.2707769 	 -223.026 
TRIM28 	 N2 	 0.06172955 	 0.0547619 	 1.127235 	 1.584657 	 -137.2047 	 -133.2047 	 0.135805 	 -9111.521 	 -9111.437 	 0.1101787 	 -239.2034 
TRIM28 	 N3 	 0.07174774 	 0.0547619 	 1.310176 	 1.627977 	 -131.0986 	 -121.0986 	 0.1363207 	 -9235.483 	 -9235.301 	 0.09676364 	 -230.8387 
CD48 	 U 	 Inf 	 0.0515873 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD48 	 LR 	 0.07654499 	 0.0515873 	 1.483795 	 1.539686 	 -134.5039 	 -134.0239 	 0.199017 	 -6066.238 	 -6066.226 	 2.327002 	 -165.3169 
CD48 	 N1 	 0.07884097 	 0.0515873 	 1.528302 	 1.549845 	 -132.7746 	 -131.7746 	 0.1971024 	 -6725.118 	 -6725.094 	 1.20245 	 -181.283 
CD48 	 N2 	 0.09535954 	 0.0515873 	 1.848508 	 1.584657 	 -125.0277 	 -121.0277 	 0.209791 	 -8415.826 	 -8415.742 	 0.220766 	 -219.7434 
CD48 	 N3 	 0.1123066 	 0.0515873 	 2.17702 	 1.627977 	 -118.5525 	 -108.5525 	 0.2133825 	 -8594.736 	 -8594.554 	 0.18353 	 -212.9157 
CDKN1A 	 U 	 Inf 	 0.1694444 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDKN1A 	 LR 	 0.19937 	 0.1694444 	 1.17661 	 1.539686 	 -107.7 	 -107.22 	 0.518362 	 -5665.292 	 -5665.28 	 3.473374 	 -154.1016 
CDKN1A 	 N1 	 0.1563025 	 0.1694444 	 0.922441 	 1.549845 	 -113.6125 	 -112.6125 	 0.3907562 	 -6867.94 	 -6867.916 	 1.042563 	 -185.278 
CDKN1A 	 N2 	 0.1866458 	 0.1694444 	 1.101516 	 1.584657 	 -106.2241 	 -102.2241 	 0.4106208 	 -7956.925 	 -7956.84 	 0.3491657 	 -206.907 
CDKN1A 	 N3 	 0.2169989 	 0.1694444 	 1.280649 	 1.627977 	 -100.11 	 -90.10998 	 0.4122979 	 -8787.599 	 -8787.417 	 0.1513671 	 -218.3105 
JMJD3 	 U 	 Inf 	 0.2190476 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JMJD3 	 LR 	 0.1512224 	 0.2190476 	 0.690363 	 1.539686 	 -115.4395 	 -114.9595 	 0.3931782 	 -6484.538 	 -6484.526 	 1.532191 	 -177.0176 
JMJD3 	 N1 	 0.1502007 	 0.2190476 	 0.6856988 	 1.549845 	 -114.7275 	 -113.7275 	 0.3755017 	 -5952.605 	 -5952.581 	 2.601536 	 -159.6743 
JMJD3 	 N2 	 0.1855502 	 0.2190476 	 0.8470769 	 1.584657 	 -106.389 	 -102.389 	 0.4082104 	 -6940.621 	 -6940.537 	 0.9637525 	 -178.4789 
JMJD3 	 N3 	 0.2081071 	 0.2190476 	 0.9500541 	 1.627977 	 -101.2815 	 -91.28149 	 0.3954035 	 -6584.349 	 -6584.167 	 1.367524 	 -156.6811 
RNF2 	 U 	 Inf 	 0.1412698 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RNF2 	 LR 	 0.1607968 	 0.1412698 	 1.138225 	 1.539686 	 -113.7206 	 -113.2406 	 0.4180718 	 -5598.894 	 -5598.882 	 3.71158 	 -152.2443 
RNF2 	 N1 	 0.1634508 	 0.1412698 	 1.157011 	 1.549845 	 -112.3604 	 -111.3604 	 0.4086269 	 -6176.615 	 -6176.591 	 2.079893 	 -165.9403 
RNF2 	 N2 	 0.2095443 	 0.1412698 	 1.483291 	 1.584657 	 -102.9839 	 -98.98388 	 0.4609976 	 -6664.122 	 -6664.038 	 1.270362 	 -170.7447 
RNF2 	 N3 	 0.2355593 	 0.1412698 	 1.667442 	 1.627977 	 -97.81201 	 -87.81201 	 0.4475627 	 -8173.75 	 -8173.568 	 0.2794836 	 -201.1399 
LATS2 	 U 	 Inf 	 0.2095238 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LATS2 	 LR 	 0.1861152 	 0.2095238 	 0.8882769 	 1.539686 	 -109.6263 	 -109.1463 	 0.4838994 	 -5056.692 	 -5056.68 	 6.379684 	 -137.0778 
LATS2 	 N1 	 0.2491769 	 0.2095238 	 1.189253 	 1.549845 	 -100.5542 	 -99.55417 	 0.6229423 	 -4333.614 	 -4333.59 	 13.11132 	 -114.3878 
LATS2 	 N2 	 0.238357 	 0.2095238 	 1.137613 	 1.584657 	 -99.37653 	 -95.37653 	 0.5243853 	 -7856.469 	 -7856.384 	 0.3860248 	 -204.097 
LATS2 	 N3 	 0.2755894 	 0.2095238 	 1.315313 	 1.627977 	 -93.41743 	 -83.41743 	 0.5236198 	 -7951.248 	 -7951.066 	 0.349053 	 -194.916 
FGF2 	 U 	 Inf 	 0.1460317 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FGF2 	 LR 	 0.1734169 	 0.1460317 	 1.187529 	 1.539686 	 -111.605 	 -111.125 	 0.450884 	 -4961.994 	 -4961.982 	 7.012693 	 -134.4289 
FGF2 	 N1 	 0.1884765 	 0.1460317 	 1.290654 	 1.549845 	 -108.3715 	 -107.3715 	 0.4711912 	 -5127.109 	 -5127.085 	 5.934446 	 -136.5835 
FGF2 	 N2 	 0.3022359 	 0.1460317 	 2.069659 	 1.584657 	 -92.72825 	 -88.72825 	 0.664919 	 -6429.786 	 -6429.702 	 1.60545 	 -164.1898 
FGF2 	 N3 	 0.4041648 	 0.1460317 	 2.76765 	 1.627977 	 -82.69593 	 -72.69593 	 0.7679131 	 -8124.136 	 -8123.954 	 0.2936851 	 -199.7521 
LCK 	 U 	 Inf 	 0.1686508 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LCK 	 LR 	 0.1632882 	 0.1686508 	 0.968203 	 1.539686 	 -113.2901 	 -112.8101 	 0.4245494 	 -5525.349 	 -5525.337 	 3.994544 	 -150.1871 
LCK 	 N1 	 0.1619068 	 0.1686508 	 0.9600121 	 1.549845 	 -112.6261 	 -111.6261 	 0.404767 	 -5353.641 	 -5353.617 	 4.732567 	 -142.92 
LCK 	 N2 	 0.2371484 	 0.1686508 	 1.406151 	 1.584657 	 -99.51886 	 -95.51886 	 0.5217265 	 -8476.203 	 -8476.118 	 0.2078438 	 -221.4322 
LCK 	 N3 	 0.2781485 	 0.1686508 	 1.649257 	 1.627977 	 -93.15862 	 -83.15862 	 0.5284822 	 -8646.274 	 -8646.092 	 0.1743199 	 -214.3573 
KLF5 	 U 	 Inf 	 0.2075397 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF5 	 LR 	 0.5193801 	 0.2075397 	 2.502558 	 1.539686 	 -80.89075 	 -80.41075 	 1.350388 	 -3613.507 	 -3613.495 	 26.97369 	 -96.709 
KLF5 	 N1 	 0.7089 	 0.2075397 	 3.415732 	 1.549845 	 -71.27873 	 -70.27873 	 1.77225 	 -5119.5 	 -5119.476 	 5.97973 	 -136.3706 
KLF5 	 N2 	 0.8541354 	 0.2075397 	 4.115528 	 1.584657 	 -63.63955 	 -59.63955 	 1.879098 	 -6381.528 	 -6381.443 	 1.684745 	 -162.8399 
KLF5 	 N3 	 1.010049 	 0.2075397 	 4.866775 	 1.627977 	 -57.04985 	 -47.04985 	 1.919093 	 -6271.041 	 -6270.859 	 1.870109 	 -147.9172 
KLF4 	 U 	 Inf 	 0.2194444 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF4 	 LR 	 0.3452345 	 0.2194444 	 1.573221 	 1.539686 	 -92.32628 	 -91.84628 	 0.8976098 	 -5271.685 	 -5271.673 	 5.14662 	 -143.0916 
KLF4 	 N1 	 0.3595457 	 0.2194444 	 1.638436 	 1.549845 	 -90.28718 	 -89.28718 	 0.8988643 	 -5494.585 	 -5494.561 	 4.110992 	 -146.8625 
KLF4 	 N2 	 0.4096811 	 0.2194444 	 1.866901 	 1.584657 	 -84.21146 	 -80.21146 	 0.9012984 	 -6186.713 	 -6186.629 	 2.046711 	 -157.3906 
KLF4 	 N3 	 0.5201385 	 0.2194444 	 2.370251 	 1.627977 	 -75.6323 	 -65.6323 	 0.9882631 	 -7961.822 	 -7961.64 	 0.3453851 	 -195.2118 
NACC1 	 U 	 Inf 	 0.1257937 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NACC1 	 LR 	 0.1149505 	 0.1257937 	 0.913802 	 1.539686 	 -123.1185 	 -122.6385 	 0.2988713 	 -7244.648 	 -7244.636 	 0.7170196 	 -198.2794 
NACC1 	 N1 	 0.1344148 	 0.1257937 	 1.068534 	 1.549845 	 -117.8367 	 -116.8367 	 0.336037 	 -7134.096 	 -7134.072 	 0.7991488 	 -192.723 
