Gene	Baseline	Scale1	Mean1	Stdev1	Scale2	Mean2	Stdev2	Scale3	Mean3	Stdev3	AICC	FineAICC	Passes F-Test?
KLF5 	 0.3823529 	 0.5767625 	 0.257603 	 0.0512359 	 0.100896 	 0.8294615 	 0.1774006 	 -0.3108689 	 0.6548757 	 0.1774006 	 -47.04985 	 -6270.859 	Poor
KLF4 	 0.7941176 	 -0.3227592 	 0.927329 	 0.08292169 	 -0.2311622 	 0.1585256 	 0.06470631 	 0.1200165 	 0.4559954 	 0.02147771 	 -65.6323 	 -7961.64 	Poor
NACC1 	 0.7058824 	 -0.5688284 	 0.2533123 	 0.1774006 	 0.7479699 	 0.2692993 	 0.1533726 	 0.1003427 	 0.8180073 	 0.08634863 	 -96.87476 	 -8205.948 	Good
DNMT3L 	 0 	 0.6236353 	 0.610471 	 0.1661897 	 -0.5375016 	 0.8980385 	 0.05996297 	 0.1792035 	 0.6084056 	 0.03919785 	 -50.88248 	 -8245.476 	Poor
EZH2 	 0.2058824 	 0.3755949 	 0.9257368 	 0.0660426 	 -0.100536 	 0.8611137 	 0.1405935 	 0.308614 	 0.12144 	 0.0884189 	 -89.21513 	 -6679.954 	Good
EED 	 0.1764706 	 -0.7832938 	 0.4183108 	 0.1228426 	 -0.181857 	 0.7940786 	 0.07016603 	 1 	 0.3976128 	 0.1774006 	 -79.26319 	 -7774.196 	Good
SMARCC2 	 0.9852941 	 -0.4983176 	 0.4654287 	 0.05610676 	 0.9578924 	 0.4288745 	 0.08385109 	 -0.4476736 	 0.3478558 	 0.1087015 	 -129.0106 	 -9759.643 	Poor
NODAL 	 0.02941176 	 0.7761354 	 0.7068727 	 0.09827896 	 -0.4702123 	 0.8857005 	 0.1773165 	 0.1007364 	 0.5045688 	 0.1774006 	 -87.49482 	 -7391.037 	Good
CDH1 	 0.08823529 	 0.5590053 	 0.4769106 	 0.1199602 	 -0.1003256 	 0.2783722 	 0.0360936 	 0.4390144 	 0.1946292 	 0.1183818 	 -72.67876 	 -8395.054 	Poor
LEFTY2 	 0 	 0.6675959 	 0.3622031 	 0.09581371 	 -1 	 0.848442 	 0.1029254 	 0.7831516 	 0.8044878 	 0.1774006 	 -33.89016 	 -8103.68 	Poor
RIF1 	 0.6470588 	 0.5725967 	 0.28747 	 0.07072127 	 -0.3955604 	 0.3321952 	 0.1774006 	 0.1367937 	 0.8590334 	 0.0830581 	 -72.31428 	 -8661.36 	Poor
ETV5 	 0.2794118 	 0.7116562 	 0.6463567 	 0.1425022 	 0.1005633 	 0.04120517 	 0.1457725 	 -0.7078795 	 0.5845964 	 0.1491775 	 -81.46423 	 -6762.455 	Good
DNMT3B 	 0.1323529 	 0.1435827 	 0.6214686 	 0.0617767 	 -0.2771306 	 0.1183168 	 0.06084738 	 1 	 0.2730479 	 0.1288406 	 -76.11103 	 -8499.83 	Poor
KDM5A 	 0.7647059 	 -0.2901634 	 0.1770343 	 0.1031796 	 0.165241 	 0.2849373 	 0.01636396 	 0.2174334 	 0.6926543 	 0.07069754 	 -83.89924 	 -7987.372 	Good
JARID2 	 0.4411765 	 0.1003563 	 0.6171963 	 0.155637 	 -0.4349315 	 0.2031436 	 0.1774006 	 0.8983403 	 0.2057649 	 0.1343726 	 -75.51293 	 -8347.118 	Poor
LOX 	 1 	 -0.3124101 	 0.209614 	 0.04183013 	 -0.4056572 	 0.6066267 	 0.05817844 	 -0.1412636 	 0.2780092 	 0.02134141 	 -77.09465 	 -7827.968 	Good
Wnt3 	 0 	 -0.4825787 	 0.7422168 	 0.07823609 	 -0.3066578 	 0.8991114 	 0.05926093 	 1 	 0.7674699 	 0.124368 	 -117.8608 	 -10101.29 	Good
Gata6 	 0.1764706 	 0.654407 	 0.296003 	 0.1052484 	 -0.6179987 	 0.3294511 	 0.1589855 	 -0.100612 	 0.883565 	 0.0402434 	 -91.41269 	 -8212.54 	Good
DPPA2 	 0 	 0.4929749 	 0.7448322 	 0.07614797 	 -0.3678459 	 0.7908441 	 0.04209132 	 0.318466 	 0.8075889 	 0.02525389 	 -79.35476 	 -10095.56 	Poor
SALL1 	 0.6176471 	 0.7212521 	 0.3123087 	 0.09856717 	 0.1027614 	 0.9428214 	 0.09389034 	 -0.516505 	 0.3366674 	 0.1774006 	 -69.10762 	 -7848.334 	Poor
TCF3 	 0.2794118 	 0.4533169 	 0.9176131 	 0.0763871 	 -0.6905589 	 0.5200205 	 0.1774006 	 0.8175182 	 0.3484277 	 0.1734068 	 -72.74732 	 -7939.156 	Poor
PTPN6 	 0.02941176 	 0.1846952 	 0.7055143 	 0.05589138 	 -0.1002436 	 0.9621854 	 0.03474177 	 0.2287425 	 0.6767728 	 0.1774006 	 -91.4642 	 -8469.177 	Good
USP16 	 0.7352941 	 -1 	 0.3691769 	 0.1774006 	 0.1003884 	 0.5574875 	 0.1774006 	 0.9992369 	 0.323287 	 0.1480165 	 -101.3387 	 -8220.28 	Good
SETD1A 	 0.6617647 	 0.5960503 	 0.5321163 	 0.1774006 	 -0.3876465 	 0.5372134 	 0.08124417 	 0.100486 	 0.388193 	 0.01301586 	 -76.84238 	 -7333.601 	Poor
HDAC2 	 0.6029412 	 1 	 0.5016517 	 0.1391475 	 0.1631631 	 0.2971869 	 0.009461363 	 -0.7933319 	 0.5278144 	 0.08708996 	 -96.38072 	 -7959.408 	Good
LUM 	 0.9852941 	 -0.3232695 	 0.591061 	 0.1774006 	 -0.4470877 	 0.3292129 	 0.1068639 	 -0.2030791 	 0.2773782 	 0.02073613 	 -72.12098 	 -8706.038 	Poor
SOX13 	 0.3676471 	 -0.6106552 	 0.2495146 	 0.1069057 	 1 	 0.3405812 	 0.08111517 	 0.2112658 	 0.9144562 	 0.1045832 	 -71.27998 	 -7311.488 	Poor
SMAD4 	 0.7794118 	 -0.1005588 	 0.5833316 	 0.04979105 	 0.140539 	 0.2300786 	 0.07177879 	 0.1466494 	 0.7730711 	 0.1774006 	 -95.81458 	 -8708.331 	Poor
SEMA6A 	 0 	 0.5825375 	 0.3717756 	 0.1774006 	 -0.1002714 	 0.5593423 	 0.02952225 	 0.523251 	 0.5394244 	 0.1585494 	 -82.84639 	 -9126.359 	Good
GAL 	 0.1029412 	 0.1004381 	 0.8757541 	 0.03464324 	 -0.2051738 	 0.8989512 	 0.01982366 	 0.706639 	 0.3514598 	 0.1342035 	 -44.95953 	 -7121.075 	Poor
SALL4 	 0.1176471 	 -0.1004184 	 0.539833 	 0.1334951 	 0.625291 	 0.2905248 	 0.1022907 	 0.3565024 	 0.593146 	 0.1065005 	 -73.83472 	 -8228.614 	Poor
HESX1 	 0 	 0.2491713 	 0.9344709 	 0.04300674 	 0.1712343 	 0.2515544 	 0.1160508 	 -0.1339114 	 0.2550901 	 0.08781627 	 -91.07565 	 -9402.876 	Poor
PRDM14 	 0 	 -0.7387926 	 0.3444332 	 0.03389753 	 0.6741611 	 0.5751084 	 0.09856115 	 1 	 0.3460427 	 0.0517156 	 -84.11487 	 -8794.413 	Good
COL3A1 	 1 	 -1 	 0.6828304 	 0.147748 	 -0.7653419 	 0.2304172 	 0.09386949 	 0.7566514 	 0.2453193 	 0.1035882 	 -72.54939 	 -9005.93 	Poor
GREM1 	 0.7794118 	 -0.3089973 	 0.2868928 	 0.02048427 	 -0.4300553 	 0.1917834 	 0.0717433 	 -0.1003365 	 0.9529506 	 0.1554644 	 -72.08729 	 -8392.987 	Poor
DVL2 	 0.6617647 	 -0.1130309 	 0.9873415 	 0.1658531 	 0.1739826 	 0.1027218 	 0.06983503 	 0.1003135 	 0.6196413 	 0.1774006 	 -78.05626 	 -8357.328 	Poor
APOE 	 0.1323529 	 -0.6608582 	 0.1552516 	 0.1291823 	 0.8777461 	 0.1398464 	 0.09941932 	 0.6513155 	 0.589109 	 0.1258282 	 -89.44979 	 -8565.505 	Good
LRRN1 	 0 	 0.100409 	 0.4193973 	 0.06385137 	 0.4657949 	 0.930573 	 0.07793121 	 0.432596 	 0.8196531 	 0.1522205 	 -59.67066 	 -9072.308 	Poor
STAT3 	 0.9117647 	 0.5573594 	 0.2948747 	 0.1102631 	 -0.4646351 	 0.2532083 	 0.1077563 	 -0.1002784 	 0.432778 	 0.1774006 	 -85.78896 	 -8501.487 	Poor
OTX2 	 0.04411765 	 0.7592887 	 0.9288604 	 0.09278789 	 1 	 0.3402061 	 0.1682611 	 -0.8994092 	 0.3492276 	 0.102518 	 -52.30593 	 -8034.37 	Poor
CCND1 	 0.9558824 	 -1 	 0.4250841 	 0.07966012 	 0.239476 	 0.5056633 	 0.02912018 	 0.736258 	 0.3987606 	 0.04862148 	 -122.1708 	 -8684.374 	Good
STEMCCA_P2A 	 0.9117647 	 -0.2039726 	 0.9033619 	 0.03391232 	 0.122248 	 0.4970674 	 0.1774006 	 -0.100612 	 0.2625696 	 0.02183551 	 -68.55531 	 -8114.368 	Poor
TET2 	 0.3529412 	 0.4445746 	 0.207409 	 0.1259239 	 -0.5313308 	 0.7553364 	 0.151164 	 -0.1762576 	 0.2918948 	 0.009461363 	 -54.88822 	 -7643.016 	Poor
KAT7_Myst 	 0.6470588 	 0.3500064 	 0.2371647 	 0.05959338 	 -0.1397898 	 0.2204326 	 0.0116109 	 0.1464113 	 0.7592438 	 0.133006 	 -97.05078 	 -9085.072 	Good
TDGF1 	 0.1176471 	 0.1759317 	 0.1447319 	 0.1054956 	 -0.1655447 	 0.5616835 	 0.06378063 	 1 	 0.9470224 	 0.1638683 	 -44.13591 	 -8002.231 	Poor
MASP1 	 0.9411765 	 -0.4922227 	 0.4534915 	 0.1774006 	 -0.4948498 	 0.2433893 	 0.06612529 	 0.1240753 	 0.7722846 	 0.07006527 	 -58.65354 	 -8225.597 	Poor
KDR 	 0 	 0.5228702 	 0.8972339 	 0.0898674 	 0.919132 	 0.32485 	 0.08867759 	 -0.527594 	 0.3646286 	 0.05579641 	 -85.53589 	 -8351.922 	Good
GDF3 	 0 	 0.4076 	 0.3162539 	 0.09335686 	 -0.1005878 	 0.8649841 	 0.02747213 	 0.5614422 	 0.5726197 	 0.09338731 	 -68.13581 	 -8171.726 	Poor
NANOG 	 0.1911765 	 0.7808621 	 0.3103421 	 0.02232782 	 0.7338542 	 0.3218117 	 0.1078025 	 -0.7448797 	 0.3166886 	 0.02228183 	 -76.34012 	 -8920.136 	Poor
ZIC3 	 0.04411765 	 -0.1089534 	 0.253332 	 0.02579059 	 0.7306422 	 0.8236436 	 0.1067956 	 0.116442 	 0.1975861 	 0.116118 	 -61.52616 	 -8906.078 	Poor
LIN28A 	 0.2205882 	 0.1005761 	 0.651602 	 0.01258022 	 0.4475474 	 0.8066657 	 0.1029985 	 0.2267399 	 0.2088955 	 0.1774006 	 -72.89428 	 -7749.31 	Poor
POU5F1 	 0.2352941 	 0.6037268 	 0.4270431 	 0.0814326 	 0.1045722 	 0.1639548 	 0.141793 	 0.1004763 	 0.8506874 	 0.1774006 	 -74.12953 	 -7569.878 	Poor
