Gene	Baseline	Scale1	Mean1	Stdev1	Scale2	Mean2	Stdev2	Scale3	Mean3	Stdev3	AICC	FineAICC	Passes F-Test?
SET 	 0.9767442 	 -0.8064186 	 0.318969 	 0.1191753 	 0.8094337 	 0.346782 	 0.0802751 	 0.1003012 	 0.9978043 	 0.1812029 	 -118.7487 	 -8889.809 	Poor
UTF1 	 0.02325581 	 0.3835004 	 0.4887102 	 0.1115322 	 0.5895221 	 0.2876606 	 0.05959008 	 -1 	 0.9978043 	 0.1759013 	 -62.10472 	 -7748.136 	Poor
CDH2..NCAD. 	 0.9302326 	 0.6115348 	 0.4243856 	 0.07169312 	 0.2787791 	 0.3121344 	 0.01631592 	 -1 	 0.3611401 	 0.1812029 	 -85.6393 	 -7221.584 	Good
HNF4A 	 0 	 -0.7549965 	 0.3742533 	 0.08204057 	 1 	 0.3841418 	 0.1004009 	 -0.234689 	 0.8259263 	 0.1812029 	 -95.01375 	 -8766.89 	Good
TGFBR2 	 0.9302326 	 -0.199053 	 0.6649429 	 0.1030479 	 0.264922 	 0.9978043 	 0.09924016 	 -0.5747954 	 0.2345141 	 0.09439998 	 -60.44815 	 -7687.387 	Poor
DUSP10 	 0.3488372 	 0.9673739 	 0.6854881 	 0.1230251 	 -1 	 0.6741201 	 0.1427568 	 -0.2782676 	 0.2424343 	 0.02354231 	 -91.91717 	 -7891.241 	Good
MYC 	 0.4883721 	 -0.5238803 	 0.9146974 	 0.0597425 	 -0.1913104 	 0.777516 	 0.08378651 	 0.4061596 	 0.1656364 	 0.1227431 	 -53.08797 	 -7347.327 	Poor
ZFP42..REX1. 	 0.02325581 	 0.2086664 	 0.8413034 	 0.04781191 	 0.8422292 	 0.6276415 	 0.1408571 	 -0.1001976 	 0.3825791 	 0.1811084 	 -70.84275 	 -8479.254 	Poor
TRIM28 	 0.9302326 	 0.441747 	 0.2769048 	 0.1132987 	 -0.1008877 	 0.9978043 	 0.009664155 	 -0.3712692 	 0.2430553 	 0.08352597 	 -122.1256 	 -9359.047 	Poor
CD48 	 0 	 0.6293769 	 0.3675539 	 0.04212462 	 -0.100569 	 0.5879138 	 0.1812029 	 -0.4951892 	 0.3712549 	 0.03028463 	 -108.8714 	 -9162.647 	Poor
CDKN1A 	 0.9767442 	 -0.3885024 	 0.7342439 	 0.1812029 	 0.7334725 	 0.3567039 	 0.1026891 	 -1 	 0.3711336 	 0.147318 	 -76.19039 	 -7992.133 	Good
JMJD3 	 0.3488372 	 -0.7077827 	 0.7665375 	 0.1035012 	 0.7262612 	 0.7736718 	 0.0653467 	 -0.1006377 	 0.1058772 	 0.05569471 	 -70.34159 	 -5750.172 	Poor
RNF2 	 0.8139535 	 -0.2764961 	 0.2071398 	 0.03390323 	 0.348208 	 0.4348465 	 0.1812029 	 0.1001042 	 0.8751521 	 0.05883113 	 -77.31344 	 -8564.005 	Poor
LATS2 	 0.7906977 	 -0.5676086 	 0.7625019 	 0.116133 	 -0.4274508 	 0.1888518 	 0.06832412 	 1 	 0.7276896 	 0.1812029 	 -57.41596 	 -7725.685 	Poor
FGF2 	 0.9534884 	 -0.4108237 	 0.1819753 	 0.07835321 	 -0.1004631 	 0.4284962 	 0.03338001 	 0.514573 	 0.7487291 	 0.1800363 	 -62.004 	 -8047.657 	Poor
LCK 	 0 	 0.6707696 	 0.9181155 	 0.08396409 	 1 	 0.3563579 	 0.113881 	 -0.8422081 	 0.3581343 	 0.09692526 	 -99.10134 	 -8547.223 	Good
KLF5 	 0.3488372 	 -0.242978 	 0.5937856 	 0.05979919 	 0.3718734 	 0.2922808 	 0.04893403 	 -0.1003467 	 0.9396885 	 0.04719143 	 -51.99844 	 -7488.123 	Poor
KLF4 	 0.7906977 	 -0.7825649 	 0.1824251 	 0.07988186 	 0.556494 	 0.2292766 	 0.0462036 	 -0.1009409 	 0.3518325 	 0.01186461 	 -66.20479 	 -7169.848 	Poor
NACC1 	 0.8837209 	 -0.5880622 	 0.2658043 	 0.08760372 	 0.8392455 	 0.3219384 	 0.1310784 	 -0.1707852 	 0.4656027 	 0.04973934 	 -98.23996 	 -8855.308 	Poor
DNMT3L 	 0 	 0.2360857 	 0.522129 	 0.03333215 	 -0.3269454 	 0.9183161 	 0.03306541 	 0.326799 	 0.6477932 	 0.04500572 	 -58.74557 	 -8556.688 	Poor
EZH2 	 0.06976744 	 0.9416527 	 0.9561327 	 0.1000594 	 -0.4539129 	 0.171374 	 0.03356514 	 0.387506 	 0.1784258 	 0.03156557 	 -90.72472 	 -8966.026 	Poor
EED 	 0.2790698 	 0.7876367 	 0.3192258 	 0.09060399 	 -0.2558076 	 0.4105146 	 0.04116979 	 -0.5474169 	 0.2640638 	 0.04221112 	 -74.08977 	 -7872.144 	Good
