Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
FOXD1 	 LR 	 0.2423139 	 0.1987179 	 1.219386 	 1.564012 	 -94.80388 	 -94.28214 	 0.5815533 	 -6301.833 	 -6301.821 	 1.838999 	 -159.2661 
FOXD1 	 N1 	 0.1869307 	 0.1987179 	 0.9406838 	 1.57556 	 -100.6573 	 -99.56641 	 0.4299407 	 -5655.848 	 -5655.824 	 3.499299 	 -139.9701 
FOXD1 	 N2 	 0.2318584 	 0.1987179 	 1.166772 	 1.615618 	 -92.69102 	 -88.26997 	 0.4637169 	 -7019.098 	 -7019.014 	 0.8910815 	 -166.2049 
FOXD1 	 N3 	 0.3090578 	 0.1987179 	 1.555259 	 1.666583 	 -83.44408 	 -72.19408 	 0.5253982 	 -7803.457 	 -7803.275 	 0.4045869 	 -173.9047 
CD44 	 U 	 Inf 	 0.1517094 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD44 	 LR 	 0.2368165 	 0.1517094 	 1.560988 	 1.564012 	 -95.40054 	 -94.8788 	 0.5683596 	 -4848.525 	 -4848.513 	 7.854427 	 -121.5179 
CD44 	 N1 	 0.1527564 	 0.1517094 	 1.006902 	 1.57556 	 -105.9065 	 -104.8156 	 0.3513398 	 -5304.447 	 -5304.423 	 4.970958 	 -130.8428 
CD44 	 N2 	 0.1626064 	 0.1517094 	 1.071828 	 1.615618 	 -101.9157 	 -97.49462 	 0.3252128 	 -7199.448 	 -7199.363 	 0.7441679 	 -170.8893 
CD44 	 N3 	 0.2067481 	 0.1517094 	 1.36279 	 1.666583 	 -93.89678 	 -82.64678 	 0.3514718 	 -5302.768 	 -5302.586 	 4.91997 	 -108.9518 
GABRB3 	 U 	 Inf 	 0.1 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GABRB3 	 LR 	 0.7158088 	 0.1 	 7.158088 	 1.564012 	 -66.64122 	 -66.11948 	 1.717941 	 -3171.211 	 -3171.199 	 41.95997 	 -77.95127 
GABRB3 	 N1 	 0.1330967 	 0.1 	 1.330967 	 1.57556 	 -109.4885 	 -108.3976 	 0.3061224 	 -7977.502 	 -7977.478 	 0.3441178 	 -200.2728 
GABRB3 	 N2 	 0.1416894 	 0.1 	 1.416894 	 1.615618 	 -105.4958 	 -101.0747 	 0.2833788 	 -8218.929 	 -8218.844 	 0.268756 	 -197.3693 
GABRB3 	 N3 	 0.1676814 	 0.1 	 1.676814 	 1.666583 	 -99.3421 	 -88.0921 	 0.2850584 	 -8515.05 	 -8514.868 	 0.1987374 	 -192.3877 
SOX2 	 U 	 Inf 	 0.1940171 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX2 	 LR 	 0.2101344 	 0.1940171 	 1.083072 	 1.564012 	 -98.50853 	 -97.98679 	 0.5043225 	 -4215.486 	 -4215.474 	 14.78308 	 -105.0753 
SOX2 	 N1 	 0.2542867 	 0.1940171 	 1.31064 	 1.57556 	 -92.65649 	 -91.56558 	 0.5848593 	 -6144.73 	 -6144.706 	 2.14721 	 -152.6683 
SOX2 	 N2 	 0.2277677 	 0.1940171 	 1.173957 	 1.615618 	 -93.15384 	 -88.73278 	 0.4555355 	 -7422.141 	 -7422.056 	 0.5957351 	 -176.6735 
SOX2 	 N3 	 0.2850185 	 0.1940171 	 1.469038 	 1.666583 	 -85.5494 	 -74.2994 	 0.4845315 	 -8093.855 	 -8093.674 	 0.3027049 	 -181.4475 
ZNF281 	 U 	 Inf 	 0.06709402 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZNF281 	 LR 	 0.08991494 	 0.06709402 	 1.340134 	 1.564012 	 -120.5795 	 -120.0578 	 0.2157959 	 -5822.823 	 -5822.811 	 2.967597 	 -146.8243 
ZNF281 	 N1 	 0.1150576 	 0.06709402 	 1.714871 	 1.57556 	 -113.2753 	 -112.1843 	 0.2646325 	 -4717.601 	 -4717.577 	 8.934072 	 -115.6 
ZNF281 	 N2 	 0.1208884 	 0.06709402 	 1.801776 	 1.615618 	 -109.6238 	 -105.2027 	 0.2417767 	 -8725.523 	 -8725.439 	 0.1620194 	 -210.5276 
ZNF281 	 N3 	 0.1397047 	 0.06709402 	 2.082223 	 1.666583 	 -104.088 	 -92.83801 	 0.237498 	 -8885.776 	 -8885.595 	 0.1372259 	 -202.0169 
SP1 	 U 	 Inf 	 0.08376068 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SP1 	 LR 	 0.1299046 	 0.08376068 	 1.550901 	 1.564012 	 -111.0132 	 -110.4914 	 0.311771 	 -6410.595 	 -6410.583 	 1.649658 	 -162.0911 
SP1 	 N1 	 0.1344717 	 0.08376068 	 1.605427 	 1.57556 	 -109.2213 	 -108.1304 	 0.3092848 	 -6435.095 	 -6435.071 	 1.606558 	 -160.2103 
SP1 	 N2 	 0.1843926 	 0.08376068 	 2.201422 	 1.615618 	 -98.64657 	 -94.22552 	 0.3687853 	 -6867.001 	 -6866.916 	 1.037305 	 -162.2543 
SP1 	 N3 	 0.2323949 	 0.08376068 	 2.774511 	 1.666583 	 -90.85642 	 -79.60642 	 0.3950713 	 -8357.95 	 -8357.769 	 0.2325086 	 -188.3072 
LEFTY1 	 U 	 Inf 	 0.1833333 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY1 	 LR 	 0.1637318 	 0.1833333 	 0.8930824 	 1.564012 	 -104.996 	 -104.4743 	 0.3929562 	 -5654.797 	 -5654.785 	 3.509982 	 -142.46 
LEFTY1 	 N1 	 0.18328 	 0.1833333 	 0.9997091 	 1.57556 	 -101.1701 	 -100.0792 	 0.421544 	 -7176.105 	 -7176.081 	 0.7663048 	 -179.4573 
LEFTY1 	 N2 	 0.2231535 	 0.1833333 	 1.217201 	 1.615618 	 -93.68596 	 -89.26491 	 0.4463071 	 -7712.491 	 -7712.407 	 0.4457399 	 -184.2151 
LEFTY1 	 N3 	 0.2537474 	 0.1833333 	 1.384076 	 1.666583 	 -88.571 	 -77.321 	 0.4313705 	 -8359.398 	 -8359.216 	 0.2321727 	 -188.3447 
SET 	 U 	 Inf 	 0.01923077 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SET 	 LR 	 0.02674812 	 0.01923077 	 1.390902 	 1.564012 	 -152.1019 	 -151.5801 	 0.06419549 	 -6282.047 	 -6282.035 	 1.875711 	 -158.7522 
SET 	 N1 	 0.02166953 	 0.01923077 	 1.126816 	 1.57556 	 -156.6829 	 -155.592 	 0.04983992 	 -5798.306 	 -5798.282 	 3.035109 	 -143.6703 
SET 	 N2 	 0.03965124 	 0.01923077 	 2.061865 	 1.615618 	 -138.6071 	 -134.1861 	 0.07930248 	 -10538.49 	 -10538.4 	 0.02648464 	 -257.6175 
SET 	 N3 	 0.05157138 	 0.01923077 	 2.681712 	 1.666583 	 -129.9987 	 -118.7487 	 0.08767135 	 -8889.99 	 -8889.809 	 0.1366495 	 -202.1264 
UTF1 	 U 	 Inf 	 0.1688034 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
UTF1 	 LR 	 1.186197 	 0.1688034 	 7.027089 	 1.564012 	 -53.50877 	 -52.98703 	 2.846872 	 -3044.042 	 -3044.03 	 47.64405 	 -74.64818 
UTF1 	 N1 	 0.7808051 	 0.1688034 	 4.625529 	 1.57556 	 -63.48804 	 -62.39713 	 1.795852 	 -4736.51 	 -4736.486 	 8.766895 	 -116.0912 
UTF1 	 N2 	 0.4034816 	 0.1688034 	 2.390245 	 1.615618 	 -78.28692 	 -73.86587 	 0.8069631 	 -6752.829 	 -6752.744 	 1.162629 	 -159.2888 
UTF1 	 N3 	 0.4555842 	 0.1688034 	 2.698904 	 1.666583 	 -73.35472 	 -62.10472 	 0.7744931 	 -7748.318 	 -7748.136 	 0.4274984 	 -172.4725 
CDH2..NCAD. 	 U 	 Inf 	 0.1200855 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH2..NCAD. 	 LR 	 0.1593626 	 0.1200855 	 1.327077 	 1.564012 	 -105.6992 	 -105.1775 	 0.3824703 	 -4889.888 	 -4889.876 	 7.536482 	 -122.5922 
CDH2..NCAD. 	 N1 	 0.1506767 	 0.1200855 	 1.254745 	 1.57556 	 -106.263 	 -105.1721 	 0.3465564 	 -4931.492 	 -4931.468 	 7.21524 	 -121.1556 
CDH2..NCAD. 	 N2 	 0.1618858 	 0.1200855 	 1.348088 	 1.615618 	 -102.0311 	 -97.61009 	 0.3237717 	 -6751.904 	 -6751.819 	 1.163704 	 -159.2648 
CDH2..NCAD. 	 N3 	 0.1842704 	 0.1200855 	 1.534494 	 1.666583 	 -96.8893 	 -85.6393 	 0.3132596 	 -7221.766 	 -7221.584 	 0.7234106 	 -158.7959 
HNF4A 	 U 	 Inf 	 0.08461538 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HNF4A 	 LR 	 0.1088531 	 0.08461538 	 1.286446 	 1.564012 	 -115.61 	 -115.0882 	 0.2612474 	 -5764.967 	 -5764.955 	 3.144174 	 -145.3216 
HNF4A 	 N1 	 0.1040263 	 0.08461538 	 1.229402 	 1.57556 	 -115.8958 	 -114.8049 	 0.2392605 	 -6496.737 	 -6496.713 	 1.510611 	 -161.8114 
HNF4A 	 N2 	 0.1099651 	 0.08461538 	 1.299587 	 1.615618 	 -112.0861 	 -107.665 	 0.2199301 	 -8490.374 	 -8490.289 	 0.2049221 	 -204.4198 
HNF4A 	 N3 	 0.1284897 	 0.08461538 	 1.518514 	 1.666583 	 -106.2638 	 -95.01375 	 0.2184324 	 -8767.071 	 -8766.89 	 0.1545032 	 -198.9337 
TGFBR2 	 U 	 Inf 	 0.1952991 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TGFBR2 	 LR 	 0.3904426 	 0.1952991 	 1.999203 	 1.564012 	 -82.40065 	 -81.87892 	 0.9370623 	 -4596.679 	 -4596.667 	 10.10138 	 -114.9764 
TGFBR2 	 N1 	 0.4311831 	 0.1952991 	 2.207809 	 1.57556 	 -78.92666 	 -77.83575 	 0.9917212 	 -6228.152 	 -6228.128 	 1.975518 	 -154.8351 
TGFBR2 	 N2 	 0.455646 	 0.1952991 	 2.333067 	 1.615618 	 -75.1257 	 -70.70465 	 0.9112919 	 -7204.692 	 -7204.607 	 0.7402795 	 -171.0255 
TGFBR2 	 N3 	 0.4855561 	 0.1952991 	 2.486217 	 1.666583 	 -71.69815 	 -60.44815 	 0.8254454 	 -7687.569 	 -7687.387 	 0.4542461 	 -170.8946 
DUSP10 	 U 	 Inf 	 0.09102564 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DUSP10 	 LR 	 0.07364542 	 0.09102564 	 0.8090623 	 1.564012 	 -125.7692 	 -125.2474 	 0.176749 	 -4789.936 	 -4789.924 	 8.327875 	 -119.9961 
DUSP10 	 N1 	 0.113891 	 0.09102564 	 1.251197 	 1.57556 	 -113.5402 	 -112.4493 	 0.2619494 	 -7358.264 	 -7358.24 	 0.6388071 	 -184.1887 
DUSP10 	 N2 	 0.1403855 	 0.09102564 	 1.542264 	 1.615618 	 -105.7361 	 -101.3151 	 0.2807711 	 -7381.083 	 -7380.999 	 0.6206779 	 -175.6071 
DUSP10 	 N3 	 0.1447413 	 0.09102564 	 1.590115 	 1.666583 	 -103.1672 	 -91.91717 	 0.2460601 	 -7891.422 	 -7891.241 	 0.3705503 	 -176.1895 
MYC 	 U 	 Inf 	 0.09401709 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
MYC 	 LR 	 1.607058 	 0.09401709 	 17.09325 	 1.564012 	 -45.61379 	 -45.09206 	 3.856938 	 -3462.28 	 -3462.268 	 31.37269 	 -85.5115 
MYC 	 N1 	 1.538797 	 0.09401709 	 16.3672 	 1.57556 	 -45.84886 	 -44.75795 	 3.539232 	 -3607.49 	 -3607.465 	 27.08216 	 -86.76596 
MYC 	 N2 	 0.5338827 	 0.09401709 	 5.678571 	 1.615618 	 -71.00574 	 -66.58469 	 1.067765 	 -7298.98 	 -7298.896 	 0.6737326 	 -173.4745 
MYC 	 N3 	 0.6444379 	 0.09401709 	 6.854476 	 1.666583 	 -64.33797 	 -53.08797 	 1.095544 	 -7347.509 	 -7347.327 	 0.6380135 	 -162.0619 
ZFP42..REX1. 	 U 	 Inf 	 0.1692308 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZFP42..REX1. 	 LR 	 0.2129277 	 0.1692308 	 1.258209 	 1.564012 	 -98.16519 	 -97.64345 	 0.5110266 	 -3317.553 	 -3317.541 	 36.25293 	 -81.75236 
ZFP42..REX1. 	 N1 	 0.2181316 	 0.1692308 	 1.28896 	 1.57556 	 -96.64394 	 -95.55303 	 0.5017028 	 -7470.781 	 -7470.757 	 0.5708912 	 -187.1112 
ZFP42..REX1. 	 N2 	 0.2637471 	 0.1692308 	 1.558505 	 1.615618 	 -89.34057 	 -84.91951 	 0.5274941 	 -7964.248 	 -7964.163 	 0.3466205 	 -190.7542 
ZFP42..REX1. 	 N3 	 0.3255456 	 0.1692308 	 1.923679 	 1.666583 	 -82.09275 	 -70.84275 	 0.5534275 	 -8479.436 	 -8479.254 	 0.2059356 	 -191.4626 
TRIM28 	 U 	 Inf 	 0.02222222 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TRIM28 	 LR 	 0.02486397 	 0.02222222 	 1.118879 	 1.564012 	 -154.001 	 -153.4793 	 0.05967353 	 -7848.113 	 -7848.1 	 0.3923843 	 -199.4292 
TRIM28 	 N1 	 0.03028454 	 0.02222222 	 1.362804 	 1.57556 	 -147.9799 	 -146.889 	 0.06965445 	 -7839.683 	 -7839.659 	 0.3949128 	 -196.6931 
TRIM28 	 N2 	 0.02908542 	 0.02222222 	 1.308844 	 1.615618 	 -146.6642 	 -142.2431 	 0.05817084 	 -9636.191 	 -9636.106 	 0.06523251 	 -234.1813 
TRIM28 	 N3 	 0.04529002 	 0.02222222 	 2.038051 	 1.666583 	 -133.3756 	 -122.1256 	 0.07699303 	 -9359.228 	 -9359.047 	 0.0855114 	 -214.3144 
CD48 	 U 	 Inf 	 0.03974359 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD48 	 LR 	 0.0521627 	 0.03974359 	 1.312481 	 1.564012 	 -134.7364 	 -134.2147 	 0.1251905 	 -6841.563 	 -6841.551 	 1.072541 	 -173.2851 
CD48 	 N1 	 0.0809249 	 0.03974359 	 2.036175 	 1.57556 	 -122.425 	 -121.334 	 0.1861273 	 -5701.703 	 -5701.679 	 3.342616 	 -141.1611 
CD48 	 N2 	 0.06157784 	 0.03974359 	 1.549378 	 1.615618 	 -127.1625 	 -122.7414 	 0.1231557 	 -8867.718 	 -8867.634 	 0.140564 	 -214.221 
CD48 	 N3 	 0.0754042 	 0.03974359 	 1.897267 	 1.666583 	 -120.1214 	 -108.8714 	 0.1281871 	 -9162.829 	 -9162.647 	 0.1040481 	 -209.2131 
CDKN1A 	 U 	 Inf 	 0.1871795 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDKN1A 	 LR 	 0.2164729 	 0.1871795 	 1.156499 	 1.564012 	 -97.73587 	 -97.21413 	 0.5195349 	 -5496.722 	 -5496.71 	 4.11043 	 -138.3542 
CDKN1A 	 N1 	 0.2302074 	 0.1871795 	 1.229875 	 1.57556 	 -95.24301 	 -94.1521 	 0.529477 	 -6478.383 	 -6478.359 	 1.538565 	 -161.3346 
CDKN1A 	 N2 	 0.2281122 	 0.1871795 	 1.218682 	 1.615618 	 -93.11454 	 -88.69349 	 0.4562244 	 -7758.583 	 -7758.498 	 0.4256809 	 -185.4123 
CDKN1A 	 N3 	 0.265025 	 0.1871795 	 1.415887 	 1.666583 	 -87.44039 	 -76.19039 	 0.4505425 	 -7992.314 	 -7992.133 	 0.3350226 	 -178.8101 
JMJD3 	 U 	 Inf 	 0.1854701 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JMJD3 	 LR 	 0.2433044 	 0.1854701 	 1.311825 	 1.564012 	 -94.69782 	 -94.17608 	 0.5839305 	 -5231.293 	 -5231.281 	 5.358539 	 -131.4599 
JMJD3 	 N1 	 0.2532684 	 0.1854701 	 1.365548 	 1.57556 	 -92.76082 	 -91.66991 	 0.5825172 	 -5335.974 	 -5335.95 	 4.816838 	 -131.6617 
JMJD3 	 N2 	 0.3444776 	 0.1854701 	 1.857322 	 1.615618 	 -82.39757 	 -77.97651 	 0.6889552 	 -5948.32 	 -5948.236 	 2.597084 	 -138.3925 
JMJD3 	 N3 	 0.3318814 	 0.1854701 	 1.789407 	 1.666583 	 -81.59159 	 -70.34159 	 0.5641984 	 -5750.353 	 -5750.172 	 3.146102 	 -120.5774 
RNF2 	 U 	 Inf 	 0.1320513 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RNF2 	 LR 	 0.1052925 	 0.1320513 	 0.7973605 	 1.564012 	 -116.4747 	 -115.9529 	 0.252702 	 -5052.237 	 -5052.225 	 6.408139 	 -126.8091 
RNF2 	 N1 	 0.1229753 	 0.1320513 	 0.9312691 	 1.57556 	 -111.5449 	 -110.454 	 0.2828431 	 -4942.802 	 -4942.778 	 7.134172 	 -121.4494 
RNF2 	 N2 	 0.2286747 	 0.1320513 	 1.731712 	 1.615618 	 -93.0505 	 -88.62945 	 0.4573495 	 -7735.198 	 -7735.114 	 0.4357423 	 -184.8049 
RNF2 	 N3 	 0.2538211 	 0.1320513 	 1.922141 	 1.666583 	 -88.56344 	 -77.31344 	 0.4314959 	 -8564.186 	 -8564.005 	 0.1892176 	 -193.6639 
LATS2 	 U 	 Inf 	 0.2269231 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LATS2 	 LR 	 0.3041017 	 0.2269231 	 1.340109 	 1.564012 	 -88.89855 	 -88.37681 	 0.729844 	 -4095.064 	 -4095.052 	 16.67291 	 -101.9475 
LATS2 	 N1 	 0.3268062 	 0.2269231 	 1.440163 	 1.57556 	 -86.13296 	 -85.04205 	 0.7516542 	 -4444.749 	 -4444.725 	 11.73355 	 -108.513 
LATS2 	 N2 	 0.4607307 	 0.2269231 	 2.030339 	 1.615618 	 -74.83716 	 -70.41611 	 0.9214614 	 -7594.638 	 -7594.553 	 0.5014336 	 -181.154 
LATS2 	 N3 	 0.5456172 	 0.2269231 	 2.404415 	 1.666583 	 -68.66596 	 -57.41596 	 0.9275492 	 -7725.867 	 -7725.685 	 0.437195 	 -171.8894 
FGF2 	 U 	 Inf 	 0.1777778 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FGF2 	 LR 	 0.3494356 	 0.1777778 	 1.965575 	 1.564012 	 -85.28566 	 -84.76392 	 0.8386454 	 -3744.017 	 -3744.005 	 23.67648 	 -92.82935 
FGF2 	 N1 	 0.3271691 	 0.1777778 	 1.840326 	 1.57556 	 -86.1041 	 -85.01319 	 0.752489 	 -4218.628 	 -4218.604 	 14.70734 	 -102.6397 
FGF2 	 N2 	 0.3946745 	 0.1777778 	 2.220044 	 1.615618 	 -78.86072 	 -74.43967 	 0.7893491 	 -7606.833 	 -7606.749 	 0.4953615 	 -181.4707 
FGF2 	 N3 	 0.4573525 	 0.1777778 	 2.572608 	 1.666583 	 -73.254 	 -62.004 	 0.7774993 	 -8047.838 	 -8047.657 	 0.3169454 	 -180.2523 
LCK 	 U 	 Inf 	 0.1547009 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LCK 	 LR 	 0.2231195 	 0.1547009 	 1.442264 	 1.564012 	 -96.94957 	 -96.42783 	 0.5354867 	 -4623.021 	 -4623.009 	 9.839018 	 -115.6606 
LCK 	 N1 	 0.1432925 	 0.1547009 	 0.9262557 	 1.57556 	 -107.5694 	 -106.4785 	 0.3295729 	 -5418.668 	 -5418.644 	 4.434904 	 -133.8096 
LCK 	 N2 	 0.09771401 	 0.1547009 	 0.631632 	 1.615618 	 -115.1572 	 -110.7361 	 0.195428 	 -8237.534 	 -8237.449 	 0.263807 	 -197.8525 
LCK 	 N3 	 0.1097971 	 0.1547009 	 0.7097378 	 1.666583 	 -110.3513 	 -99.10134 	 0.186655 	 -8547.405 	 -8547.223 	 0.1924164 	 -193.2281 
KLF5 	 U 	 Inf 	 0.2440171 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF5 	 LR 	 0.3633245 	 0.2440171 	 1.488931 	 1.564012 	 -84.27225 	 -83.75052 	 0.8719788 	 -4021.215 	 -4021.203 	 17.94948 	 -100.0293 
KLF5 	 N1 	 0.4664496 	 0.2440171 	 1.911545 	 1.57556 	 -76.88261 	 -75.7917 	 1.072834 	 -4709.596 	 -4709.572 	 9.005809 	 -115.3921 
KLF5 	 N2 	 0.5910016 	 0.2440171 	 2.421968 	 1.615618 	 -68.36303 	 -63.94198 	 1.182003 	 -7328.864 	 -7328.78 	 0.6539162 	 -174.2508 
KLF5 	 N3 	 0.672017 	 0.2440171 	 2.753975 	 1.666583 	 -63.24844 	 -51.99844 	 1.142429 	 -7488.304 	 -7488.123 	 0.5542992 	 -165.7189 
KLF4 	 U 	 Inf 	 0.2333333 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF4 	 LR 	 0.3136724 	 0.2333333 	 1.34431 	 1.564012 	 -88.09288 	 -87.57114 	 0.7528138 	 -5517.567 	 -5517.555 	 4.025719 	 -138.8956 
KLF4 	 N1 	 0.2941321 	 0.2333333 	 1.260566 	 1.57556 	 -88.87175 	 -87.78084 	 0.6765039 	 -6323.257 	 -6323.233 	 1.796465 	 -157.3054 
KLF4 	 N2 	 0.3064954 	 0.2333333 	 1.313552 	 1.615618 	 -85.43505 	 -81.01399 	 0.6129908 	 -6507.845 	 -6507.76 	 1.485013 	 -152.9256 
KLF4 	 N3 	 0.3891191 	 0.2333333 	 1.667653 	 1.666583 	 -77.45479 	 -66.20479 	 0.6615025 	 -7170.029 	 -7169.848 	 0.761783 	 -157.4521 
NACC1 	 U 	 Inf 	 0.05555556 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NACC1 	 LR 	 0.077673 	 0.05555556 	 1.398114 	 1.564012 	 -124.3848 	 -123.863 	 0.1864152 	 -7859.388 	 -7859.376 	 0.3879894 	 -199.7221 
NACC1 	 N1 	 0.08797688 	 0.05555556 	 1.583584 	 1.57556 	 -120.2526 	 -119.1617 	 0.2023468 	 -7888.67 	 -7888.646 	 0.3760519 	 -197.9654 
NACC1 	 N2 	 0.09597985 	 0.05555556 	 1.727637 	 1.615618 	 -115.6227 	 -111.2017 	 0.1919597 	 -8310.407 	 -8310.323 	 0.2452841 	 -199.7454 
NACC1 	 N3 	 0.1134955 	 0.05555556 	 2.04292 	 1.666583 	 -109.49 	 -98.23996 	 0.1929424 	 -8855.49 	 -8855.308 	 0.1414413 	 -201.2303 
DNMT3L 	 U 	 Inf 	 0.1576923 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3L 	 LR 	 0.5186314 	 0.1576923 	 3.288882 	 1.564012 	 -75.01893 	 -74.49719 	 1.244715 	 -3981.929 	 -3981.916 	 18.66795 	 -99.00887 
DNMT3L 	 N1 	 0.6537687 	 0.1576923 	 4.14585 	 1.57556 	 -68.10492 	 -67.01401 	 1.503668 	 -5375.012 	 -5374.988 	 4.632602 	 -132.6756 
