Gene	Baseline	Scale1	Mean1	Stdev1	Scale2	Mean2	Stdev2	Scale3	Mean3	Stdev3	AICC	FineAICC	Passes F-Test?
LCK 	 0 	 0.2001179 	 0.3797717 	 0.1750281 	 0.2059918 	 0.9796275 	 0.05026322 	 0.3443893 	 0.8913588 	 0.07206894 	 -163.7204 	 -9149.063 	Poor
KLF5 	 0.3516484 	 -0.3781429 	 0.4101572 	 0.1496754 	 0.7112212 	 0.2814541 	 0.07717543 	 -0.1004516 	 0.7807063 	 0.1750281 	 -107.4314 	 -7280.781 	Poor
KLF4 	 0.7582418 	 -0.4883955 	 0.9796275 	 0.1175469 	 -0.2179615 	 0.1366063 	 0.085615 	 0.1935826 	 0.8170893 	 0.1745502 	 -150.8898 	 -7807.67 	Good
NACC1 	 0.7802198 	 0.1008392 	 0.6748554 	 0.1750281 	 0.1008295 	 0.9796275 	 0.07966912 	 0.1484242 	 0.605176 	 0.1750281 	 -189.8182 	 -5945.273 	Poor
DNMT3L 	 0 	 0.4288633 	 0.6349704 	 0.1750281 	 -0.3775315 	 0.9190755 	 0.04805942 	 0.3133801 	 0.6062739 	 0.06469632 	 -134.5278 	 -9196.4 	Poor
EZH2 	 0.1538462 	 0.6145066 	 0.9796275 	 0.08989157 	 0.2831353 	 0.2064711 	 0.1750281 	 -0.1786238 	 0.3037838 	 0.01839893 	 -111.049 	 -8230.856 	Poor
EED 	 0.2307692 	 0.3670427 	 0.2779006 	 0.1750281 	 -0.2880442 	 0.2903437 	 0.1276551 	 -0.100217 	 0.8392964 	 0.0694379 	 -155.6188 	 -7975.623 	Poor
SMARCC2 	 0.989011 	 0.2714853 	 0.3643322 	 0.05769545 	 0.739937 	 0.3541176 	 0.1750281 	 -1 	 0.3312251 	 0.1518942 	 -251.6654 	 -10189.46 	Poor
NODAL 	 0.02197802 	 0.1007679 	 0.7803077 	 0.0187213 	 -0.3751016 	 0.430264 	 0.09805782 	 0.8429703 	 0.5583208 	 0.1750281 	 -165.3024 	 -9055.209 	Poor
CDH1 	 0.1428571 	 0.5175012 	 0.2339362 	 0.1363982 	 0.4255284 	 0.5543237 	 0.1136292 	 -0.1005652 	 0.2528146 	 0.01014155 	 -164.5887 	 -9271.011 	Poor
LEFTY2 	 0 	 0.1357803 	 0.3043514 	 0.0116408 	 -0.3906047 	 0.884739 	 0.09358571 	 0.6740213 	 0.3883649 	 0.1207301 	 -100.2684 	 -8986.942 	Poor
RIF1 	 0.6923077 	 0.1836066 	 0.9796275 	 0.1283478 	 0.5290658 	 0.3073565 	 0.07974848 	 -0.3559264 	 0.2352734 	 0.1061257 	 -170.309 	 -8922.059 	Poor
ETV5 	 0.3736264 	 -0.4578502 	 0.2745928 	 0.05842655 	 -0.5719016 	 0.4892958 	 0.08263747 	 1 	 0.3872902 	 0.1750281 	 -156.014 	 -7804.491 	Good
DNMT3B 	 0.1098901 	 -0.7240763 	 0.6748295 	 0.05705112 	 1 	 0.6631793 	 0.07114417 	 0.6147482 	 0.344626 	 0.119156 	 -176.2912 	 -8237.749 	Good
KDM5A 	 0.7802198 	 -0.4063914 	 0.2376624 	 0.123632 	 0.2686856 	 0.3316415 	 0.05828501 	 0.202658 	 0.7369463 	 0.08974287 	 -168.0627 	 -8541.161 	Good
JARID2 	 0.5164835 	 0.769953 	 0.4152369 	 0.1606614 	 0.1003322 	 0.1011606 	 0.04963476 	 -0.3937249 	 0.4802066 	 0.08812893 	 -185.5808 	 -9241.17 	Good
LOX 	 1 	 -0.3883293 	 0.5645575 	 0.07813756 	 0.1005276 	 0.3657929 	 0.01637803 	 -0.5673045 	 0.2655434 	 0.0849704 	 -167.2137 	 -9447.536 	Good
Wnt3 	 0 	 -0.4133319 	 0.7261092 	 0.04108766 	 0.1004723 	 0.6433096 	 0.09097859 	 0.4997773 	 0.7331473 	 0.04940042 	 -222.1238 	 -10976.68 	Good
Gata6 	 0.1318681 	 0.1248876 	 0.2946066 	 0.02728793 	 0.8453932 	 0.4765729 	 0.1486116 	 -1 	 0.4844198 	 0.1750281 	 -175.0108 	 -8764.59 	Poor
DPPA2 	 0 	 -0.8435212 	 0.8540092 	 0.1750281 	 0.2881419 	 0.8737274 	 0.1750281 	 1 	 0.7939689 	 0.1278882 	 -167.0216 	 -9881.419 	Poor
SALL1 	 0.6263736 	 0.4139927 	 0.9232856 	 0.1750281 	 0.3141464 	 0.301973 	 0.07868826 	 -0.352406 	 0.6681176 	 0.1750281 	 -146.0684 	 -8594.959 	Poor
NR0B1.DAX1. 	 0.01098901 	 -0.6826897 	 0.4319039 	 0.1374269 	 -0.2948945 	 0.6703149 	 0.1067562 	 1 	 0.5025845 	 0.1750281 	 -245.41 	 -11465.82 	Poor
TCF3 	 0.3406593 	 -0.4710036 	 0.236639 	 0.08978746 	 0.5385278 	 0.2044742 	 0.09406777 	 0.4999542 	 0.9297829 	 0.07938174 	 -141.4667 	 -8585.455 	Poor
PTPN6 	 0.02197802 	 -0.1004991 	 0.6034275 	 0.02900016 	 0.6609411 	 0.6113192 	 0.1570077 	 -0.217238 	 0.4806664 	 0.1020004 	 -174.7011 	 -9073.872 	Poor
USP16 	 0.8021978 	 -0.5342229 	 0.4371178 	 0.1750281 	 -0.1214151 	 0.1507883 	 0.102037 	 0.6970388 	 0.3656487 	 0.1750281 	 -178.9698 	 -8634.073 	Good
SETD1A 	 0.7142857 	 -0.1952931 	 0.4919075 	 0.02920095 	 -0.3177459 	 0.6034508 	 0.05930244 	 0.7659573 	 0.5644723 	 0.1750281 	 -169.8703 	 -7814.828 	Poor
HDAC2 	 0.7032967 	 0.2451878 	 0.5666739 	 0.1750281 	 0.4635912 	 0.3300077 	 0.07296996 	 -0.4240364 	 0.4292488 	 0.1746903 	 -188.9832 	 -9081.344 	Poor
LUM 	 0.989011 	 -0.653688 	 0.2886767 	 0.08528105 	 -0.1182294 	 0.7227664 	 0.1750281 	 -0.1930805 	 0.2878089 	 0.02312139 	 -141.1314 	 -9127.341 	Poor
SOX13 	 0.3296703 	 0.4642857 	 0.9796275 	 0.1706769 	 0.7526817 	 0.3069452 	 0.09734726 	 -0.4367194 	 0.2134669 	 0.07752612 	 -161.948 	 -8309.248 	Good
SMAD4 	 0.8131868 	 0.3923964 	 0.3030808 	 0.04385531 	 0.2505963 	 0.9360334 	 0.1750281 	 -0.4287028 	 0.2963763 	 0.02874562 	 -159.1848 	 -8792.273 	Poor
SEMA6A 	 0 	 0.3276141 	 0.3239142 	 0.03559519 	 0.8124442 	 0.4037026 	 0.1750281 	 -0.1498699 	 0.3633968 	 0.02065828 	 -151.3793 	 -8617.288 	Poor
GAL 	 0.1538462 	 0.2616502 	 0.2413326 	 0.1750281 	 -0.1002143 	 0.9168799 	 0.02265479 	 0.423966 	 0.465218 	 0.1107268 	 -117.5422 	 -8294.641 	Poor
SALL4 	 0.1098901 	 0.4578518 	 0.4472454 	 0.1750281 	 0.3128405 	 0.2259683 	 0.1128777 	 0.1130512 	 0.2803739 	 0.03528887 	 -153.4976 	 -9260.421 	Poor
HESX1 	 0.01098901 	 -0.1009155 	 0.8476247 	 0.1750281 	 0.1376329 	 0.6714066 	 0.1750281 	 0.3849992 	 0.9796275 	 0.07346033 	 -184.6405 	 -8973.203 	Poor
CCR7 	 0 	 0.2954945 	 0.6225695 	 0.1750281 	 -0.1144448 	 0.503943 	 0.07774437 	 -0.1004357 	 0.6826976 	 0.05878274 	 -281.9577 	 -10783.91 	Good
PRDM14 	 0 	 0.3739741 	 0.5711242 	 0.0627168 	 0.7131817 	 0.4779022 	 0.1750281 	 -0.1211192 	 0.2895783 	 0.1476656 	 -161.9925 	 -9210.793 	Good
COL3A1 	 0.989011 	 -0.4021356 	 0.6453077 	 0.08123176 	 -0.5021593 	 0.8229915 	 0.1167344 	 -0.1009064 	 0.2328055 	 0.1750281 	 -143.1084 	 -8339.033 	Poor
GREM1 	 0.7912088 	 0.1200148 	 0.3305311 	 0.01102665 	 -0.4149708 	 0.1730273 	 0.06415842 	 -0.4677363 	 0.29039 	 0.03725405 	 -143.0043 	 -8915.518 	Poor
DVL2 	 0.7142857 	 0.456266 	 0.3086716 	 0.1750281 	 -0.5942142 	 0.3022289 	 0.08994079 	 0.3118084 	 0.342288 	 0.03946307 	 -154.2074 	 -8829.705 	Poor
APOE 	 0.0989011 	 0.2066373 	 0.5562052 	 0.0449883 	 0.3354782 	 0.1502232 	 0.06939346 	 0.3556715 	 0.6634708 	 0.08240253 	 -177.5751 	 -8401.743 	Good
LRRN1 	 0 	 0.9635792 	 0.9796275 	 0.1528067 	 0.1005358 	 0.9310728 	 0.02667565 	 0.1406143 	 0.5099067 	 0.1348937 	 -143.7732 	 -9606.224 	Poor
STAT3 	 0.8681319 	 -0.8599528 	 0.502441 	 0.1750281 	 0.5533827 	 0.5970157 	 0.1521253 	 0.3543676 	 0.3573877 	 0.07907047 	 -179.149 	 -9414.198 	Poor
OTX2 	 0.03296703 	 -0.8291246 	 0.3477214 	 0.1150139 	 0.9813889 	 0.3690767 	 0.1750281 	 0.6827951 	 0.9750104 	 0.09999533 	 -134.4903 	 -8745.442 	Poor
CCND1 	 0.967033 	 0.7599284 	 0.4041565 	 0.0987851 	 -0.8298257 	 0.4091595 	 0.1376045 	 0.1003243 	 0.9796275 	 0.06309413 	 -219.1517 	 -9268.331 	Good
STEMCCA.P2A 	 0.9340659 	 -1 	 0.680577 	 0.1750281 	 0.739597 	 0.6608925 	 0.1105376 	 0.1032153 	 0.41716 	 0.02510712 	 -162.1619 	 -8085.563 	Poor
TET2 	 0.3846154 	 -0.7746134 	 0.2434822 	 0.07260416 	 -0.5066855 	 0.7262634 	 0.1750281 	 1 	 0.2355232 	 0.1005642 	 -139.5623 	 -8188.957 	Poor
KAT7..Myst. 	 0.6923077 	 -0.1679412 	 0.5466319 	 0.09924657 	 0.4153173 	 0.4681507 	 0.1750281 	 0.1078773 	 0.9789064 	 0.07088891 	 -186.8291 	 -8818.85 	Good
TDGF1 	 0.0989011 	 1 	 0.3553062 	 0.1686491 	 -0.4854675 	 0.3748745 	 0.1328571 	 0.3159568 	 0.9796275 	 0.1037189 	 -90.1022 	 -8725.648 	Poor
MASP1 	 0.9120879 	 0.9858554 	 0.3080609 	 0.04409622 	 -1 	 0.2867067 	 0.1024727 	 -0.8499602 	 0.2989882 	 0.03278852 	 -136.9154 	 -8907.529 	Poor
KDR 	 0 	 -0.358291 	 0.386881 	 0.044402 	 0.7979456 	 0.3256514 	 0.1006918 	 0.5847797 	 0.9426485 	 0.0932517 	 -161.0643 	 -8706.92 	Good
GDF3 	 0 	 -0.1003602 	 0.9254413 	 0.07074041 	 0.3606225 	 0.311733 	 0.09832203 	 0.6059415 	 0.5679398 	 0.08611509 	 -152.4555 	 -9302.026 	Poor
NANOG 	 0.1648352 	 0.8181565 	 0.4392576 	 0.1750281 	 0.287934 	 0.2875421 	 0.06517424 	 -0.292335 	 0.5355858 	 0.1305996 	 -153.4039 	 -9090.561 	Poor
ZIC3 	 0.03296703 	 0.8704947 	 0.831988 	 0.1694675 	 -0.1068101 	 0.2780531 	 0.06536186 	 0.100528 	 0.257951 	 0.1740084 	 -151.2773 	 -9046.276 	Poor
LIN28A 	 0.1978022 	 -0.5788601 	 0.2928206 	 0.1699248 	 0.8793017 	 0.78537 	 0.1750281 	 0.5829054 	 0.2347462 	 0.1750281 	 -129.0592 	 -8202.297 	Poor
POU5F1 	 0.1978022 	 -0.1179904 	 0.4580477 	 0.0185468 	 0.6079493 	 0.416214 	 0.09134619 	 0.3023245 	 0.4868256 	 0.1750281 	 -146.7357 	 -8494.389 	Poor
