Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
FOXD1 	 LR 	 0.2423139 	 0.1987179 	 1.219386 	 1.564012 	 -94.80388 	 -94.28214 	 0.5815533 	 -6301.833 	 -6301.821 	 1.838999 	 -159.2661 
FOXD1 	 N1 	 0.1869308 	 0.1987179 	 0.9406838 	 1.57556 	 -100.6573 	 -99.56641 	 0.4299407 	 -5655.848 	 -5655.824 	 3.499299 	 -139.9701 
FOXD1 	 N2 	 0.2318609 	 0.1987179 	 1.166784 	 1.615618 	 -92.69075 	 -88.26969 	 0.4637217 	 -7019.098 	 -7019.014 	 0.8910815 	 -166.2049 
FOXD1 	 N3 	 0.3090628 	 0.1987179 	 1.555284 	 1.666583 	 -83.44365 	 -72.19365 	 0.5254068 	 -7803.457 	 -7803.275 	 0.404587 	 -173.9047 
CD44 	 U 	 Inf 	 0.1517094 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD44 	 LR 	 0.2368165 	 0.1517094 	 1.560988 	 1.564012 	 -95.40054 	 -94.8788 	 0.5683596 	 -4848.525 	 -4848.513 	 7.854427 	 -121.5179 
CD44 	 N1 	 0.1527564 	 0.1517094 	 1.006902 	 1.57556 	 -105.9065 	 -104.8156 	 0.3513398 	 -5304.447 	 -5304.423 	 4.970958 	 -130.8428 
CD44 	 N2 	 0.1626079 	 0.1517094 	 1.071838 	 1.615618 	 -101.9154 	 -97.49438 	 0.3252159 	 -7199.448 	 -7199.363 	 0.7441679 	 -170.8893 
CD44 	 N3 	 0.199612 	 0.1517094 	 1.315752 	 1.666583 	 -94.81005 	 -83.56005 	 0.3393404 	 -8586.567 	 -8586.385 	 0.1850339 	 -194.2452 
GABRB3 	 U 	 Inf 	 0.1 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GABRB3 	 LR 	 0.7158088 	 0.1 	 7.158088 	 1.564012 	 -66.64122 	 -66.11948 	 1.717941 	 -3171.211 	 -3171.199 	 41.95997 	 -77.95127 
GABRB3 	 N1 	 0.1330976 	 0.1 	 1.330976 	 1.57556 	 -109.4884 	 -108.3974 	 0.3061246 	 -7977.502 	 -7977.478 	 0.3441178 	 -200.2728 
GABRB3 	 N2 	 0.1398676 	 0.1 	 1.398676 	 1.615618 	 -105.8322 	 -101.4112 	 0.2797352 	 -8433.998 	 -8433.914 	 0.2167944 	 -202.9555 
GABRB3 	 N3 	 0.1705652 	 0.1 	 1.705652 	 1.666583 	 -98.89875 	 -87.64875 	 0.2899609 	 -8472.765 	 -8472.583 	 0.2073125 	 -191.2893 
SOX2 	 U 	 Inf 	 0.1940171 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX2 	 LR 	 0.2101344 	 0.1940171 	 1.083072 	 1.564012 	 -98.50853 	 -97.98679 	 0.5043225 	 -4215.486 	 -4215.474 	 14.78308 	 -105.0753 
SOX2 	 N1 	 0.2542866 	 0.1940171 	 1.31064 	 1.57556 	 -92.6565 	 -91.56559 	 0.5848593 	 -6144.73 	 -6144.706 	 2.14721 	 -152.6683 
SOX2 	 N2 	 0.227768 	 0.1940171 	 1.173958 	 1.615618 	 -93.1538 	 -88.73275 	 0.455536 	 -7422.141 	 -7422.056 	 0.5957351 	 -176.6735 
SOX2 	 N3 	 0.2737751 	 0.1940171 	 1.411087 	 1.666583 	 -86.59584 	 -75.34584 	 0.4654176 	 -7923.995 	 -7923.813 	 0.3586867 	 -177.0356 
ZNF281 	 U 	 Inf 	 0.06709402 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZNF281 	 LR 	 0.08991494 	 0.06709402 	 1.340134 	 1.564012 	 -120.5795 	 -120.0578 	 0.2157959 	 -5822.823 	 -5822.811 	 2.967597 	 -146.8243 
ZNF281 	 N1 	 0.1148866 	 0.06709402 	 1.712323 	 1.57556 	 -113.3139 	 -112.223 	 0.2642393 	 -4717.643 	 -4717.619 	 8.933702 	 -115.6011 
ZNF281 	 N2 	 0.1208894 	 0.06709402 	 1.801791 	 1.615618 	 -109.6235 	 -105.2025 	 0.2417787 	 -8725.523 	 -8725.439 	 0.1620193 	 -210.5276 
ZNF281 	 N3 	 0.1395873 	 0.06709402 	 2.080473 	 1.666583 	 -104.1099 	 -92.85987 	 0.2372984 	 -8866.666 	 -8866.485 	 0.1398708 	 -201.5206 
SP1 	 U 	 Inf 	 0.08376068 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SP1 	 LR 	 0.1299046 	 0.08376068 	 1.550901 	 1.564012 	 -111.0132 	 -110.4914 	 0.311771 	 -6410.595 	 -6410.583 	 1.649658 	 -162.0911 
SP1 	 N1 	 0.1344717 	 0.08376068 	 1.605427 	 1.57556 	 -109.2213 	 -108.1304 	 0.3092848 	 -6435.095 	 -6435.071 	 1.606558 	 -160.2103 
SP1 	 N2 	 0.1723209 	 0.08376068 	 2.0573 	 1.615618 	 -100.407 	 -95.98595 	 0.3446418 	 -6787.009 	 -6786.924 	 1.123601 	 -160.1766 
SP1 	 N3 	 0.229701 	 0.08376068 	 2.742349 	 1.666583 	 -91.15957 	 -79.90957 	 0.3904917 	 -8367.35 	 -8367.168 	 0.2303356 	 -188.5513 
LEFTY1 	 U 	 Inf 	 0.1833333 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY1 	 LR 	 0.1637318 	 0.1833333 	 0.8930824 	 1.564012 	 -104.996 	 -104.4743 	 0.3929562 	 -5654.797 	 -5654.785 	 3.509982 	 -142.46 
LEFTY1 	 N1 	 0.18328 	 0.1833333 	 0.999709 	 1.57556 	 -101.1701 	 -100.0792 	 0.421544 	 -7176.105 	 -7176.081 	 0.7663048 	 -179.4573 
LEFTY1 	 N2 	 0.215626 	 0.1833333 	 1.176142 	 1.615618 	 -94.57814 	 -90.15708 	 0.4312521 	 -8166.693 	 -8166.608 	 0.2831531 	 -196.0125 
LEFTY1 	 N3 	 0.2522736 	 0.1833333 	 1.376038 	 1.666583 	 -88.72244 	 -77.47244 	 0.4288651 	 -8375.697 	 -8375.516 	 0.2284227 	 -188.7681 
SET 	 U 	 Inf 	 0.01923077 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SET 	 LR 	 0.02674812 	 0.01923077 	 1.390902 	 1.564012 	 -152.1019 	 -151.5801 	 0.06419549 	 -6282.047 	 -6282.035 	 1.875711 	 -158.7522 
SET 	 N1 	 0.02153745 	 0.01923077 	 1.119947 	 1.57556 	 -156.8419 	 -155.751 	 0.04953613 	 -5798.283 	 -5798.259 	 3.035178 	 -143.6697 
SET 	 N2 	 0.03965185 	 0.01923077 	 2.061896 	 1.615618 	 -138.6067 	 -134.1857 	 0.07930369 	 -10538.49 	 -10538.4 	 0.02648464 	 -257.6175 
SET 	 N3 	 0.04697649 	 0.01923077 	 2.442777 	 1.666583 	 -132.425 	 -121.175 	 0.07986003 	 -10594.2 	 -10594.02 	 0.02490113 	 -246.3915 
UTF1 	 U 	 Inf 	 0.1688034 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
UTF1 	 LR 	 1.186197 	 0.1688034 	 7.027089 	 1.564012 	 -53.50877 	 -52.98703 	 2.846872 	 -3044.042 	 -3044.03 	 47.64405 	 -74.64818 
UTF1 	 N1 	 0.7808057 	 0.1688034 	 4.625532 	 1.57556 	 -63.48803 	 -62.39712 	 1.795853 	 -4736.51 	 -4736.486 	 8.766895 	 -116.0912 
UTF1 	 N2 	 0.4034821 	 0.1688034 	 2.390248 	 1.615618 	 -78.28689 	 -73.86583 	 0.8069641 	 -6752.829 	 -6752.744 	 1.162629 	 -159.2888 
UTF1 	 N3 	 0.4575044 	 0.1688034 	 2.710279 	 1.666583 	 -73.24536 	 -61.99536 	 0.7777575 	 -7746.45 	 -7746.268 	 0.4282969 	 -172.424 
CDH2..NCAD. 	 U 	 Inf 	 0.1200855 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH2..NCAD. 	 LR 	 0.1593626 	 0.1200855 	 1.327077 	 1.564012 	 -105.6992 	 -105.1775 	 0.3824703 	 -4889.888 	 -4889.876 	 7.536482 	 -122.5922 
CDH2..NCAD. 	 N1 	 0.1752753 	 0.1200855 	 1.459588 	 1.57556 	 -102.3312 	 -101.2403 	 0.4031333 	 -4409.973 	 -4409.949 	 12.14835 	 -107.6097 
CDH2..NCAD. 	 N2 	 0.1618859 	 0.1200855 	 1.348089 	 1.615618 	 -102.0311 	 -97.61009 	 0.3237717 	 -6751.904 	 -6751.819 	 1.163704 	 -159.2648 
CDH2..NCAD. 	 N3 	 0.1905672 	 0.1200855 	 1.586929 	 1.666583 	 -96.01569 	 -84.76569 	 0.3239642 	 -7764.667 	 -7764.486 	 0.4205728 	 -172.8972 
HNF4A 	 U 	 Inf 	 0.08461538 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HNF4A 	 LR 	 0.1088531 	 0.08461538 	 1.286446 	 1.564012 	 -115.61 	 -115.0882 	 0.2612474 	 -5764.967 	 -5764.955 	 3.144174 	 -145.3216 
HNF4A 	 N1 	 0.1040264 	 0.08461538 	 1.229403 	 1.57556 	 -115.8958 	 -114.8048 	 0.2392607 	 -6496.737 	 -6496.713 	 1.510611 	 -161.8114 
HNF4A 	 N2 	 0.1099699 	 0.08461538 	 1.299645 	 1.615618 	 -112.0849 	 -107.6639 	 0.2199399 	 -8490.374 	 -8490.29 	 0.2049221 	 -204.4198 
HNF4A 	 N3 	 0.128485 	 0.08461538 	 1.518459 	 1.666583 	 -106.2647 	 -95.0147 	 0.2184245 	 -8767.074 	 -8766.892 	 0.1545029 	 -198.9337 
TGFBR2 	 U 	 Inf 	 0.1952991 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TGFBR2 	 LR 	 0.3904426 	 0.1952991 	 1.999203 	 1.564012 	 -82.40065 	 -81.87892 	 0.9370623 	 -4596.679 	 -4596.667 	 10.10138 	 -114.9764 
TGFBR2 	 N1 	 0.4311814 	 0.1952991 	 2.2078 	 1.57556 	 -78.92676 	 -77.83585 	 0.9917173 	 -6228.152 	 -6228.128 	 1.975518 	 -154.8351 
TGFBR2 	 N2 	 0.4598615 	 0.1952991 	 2.354652 	 1.615618 	 -74.88626 	 -70.46521 	 0.9197229 	 -6261.508 	 -6261.424 	 1.899354 	 -146.5272 
TGFBR2 	 N3 	 0.4869671 	 0.1952991 	 2.493442 	 1.666583 	 -71.6227 	 -60.3727 	 0.8278441 	 -7686.808 	 -7686.627 	 0.4545914 	 -170.8749 
DUSP10 	 U 	 Inf 	 0.09102564 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DUSP10 	 LR 	 0.07364542 	 0.09102564 	 0.8090623 	 1.564012 	 -125.7692 	 -125.2474 	 0.176749 	 -4789.936 	 -4789.924 	 8.327875 	 -119.9961 
DUSP10 	 N1 	 0.1138941 	 0.09102564 	 1.251231 	 1.57556 	 -113.5395 	 -112.4486 	 0.2619563 	 -7358.264 	 -7358.24 	 0.6388071 	 -184.1887 
DUSP10 	 N2 	 0.1318118 	 0.09102564 	 1.448073 	 1.615618 	 -107.3746 	 -102.9535 	 0.2636236 	 -7461.438 	 -7461.354 	 0.5728007 	 -177.6942 
DUSP10 	 N3 	 0.1446654 	 0.09102564 	 1.589282 	 1.666583 	 -103.1808 	 -91.93079 	 0.2459313 	 -7891.014 	 -7890.832 	 0.3707017 	 -176.1789 
MYC 	 U 	 Inf 	 0.09401709 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
MYC 	 LR 	 1.607058 	 0.09401709 	 17.09325 	 1.564012 	 -45.61379 	 -45.09206 	 3.856938 	 -3462.28 	 -3462.268 	 31.37269 	 -85.5115 
MYC 	 N1 	 1.538796 	 0.09401709 	 16.3672 	 1.57556 	 -45.84886 	 -44.75795 	 3.539232 	 -3607.49 	 -3607.465 	 27.08216 	 -86.76596 
MYC 	 N2 	 0.5339039 	 0.09401709 	 5.678796 	 1.615618 	 -71.00471 	 -66.58366 	 1.067808 	 -7298.98 	 -7298.896 	 0.6737326 	 -173.4745 
MYC 	 N3 	 0.5989922 	 0.09401709 	 6.371099 	 1.666583 	 -66.23935 	 -54.98935 	 1.018287 	 -7787.302 	 -7787.12 	 0.4111695 	 -173.4851 
ZFP42..REX1. 	 U 	 Inf 	 0.1692308 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZFP42..REX1. 	 LR 	 0.2129277 	 0.1692308 	 1.258209 	 1.564012 	 -98.16519 	 -97.64345 	 0.5110266 	 -3317.553 	 -3317.541 	 36.25293 	 -81.75236 
ZFP42..REX1. 	 N1 	 0.2181319 	 0.1692308 	 1.288961 	 1.57556 	 -96.64392 	 -95.55301 	 0.5017033 	 -7470.781 	 -7470.757 	 0.5708912 	 -187.1112 
ZFP42..REX1. 	 N2 	 0.2637518 	 0.1692308 	 1.558534 	 1.615618 	 -89.3401 	 -84.91904 	 0.5275037 	 -7964.248 	 -7964.163 	 0.3466205 	 -190.7542 
ZFP42..REX1. 	 N3 	 0.3249123 	 0.1692308 	 1.919936 	 1.666583 	 -82.14338 	 -70.89338 	 0.5523509 	 -8514.102 	 -8513.92 	 0.1989258 	 -192.363 
TRIM28 	 U 	 Inf 	 0.02222222 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TRIM28 	 LR 	 0.02486397 	 0.02222222 	 1.118879 	 1.564012 	 -154.001 	 -153.4793 	 0.05967353 	 -7848.113 	 -7848.1 	 0.3923843 	 -199.4292 
TRIM28 	 N1 	 0.03034722 	 0.02222222 	 1.365625 	 1.57556 	 -147.9262 	 -146.8353 	 0.0697986 	 -7827.691 	 -7827.667 	 0.3996722 	 -196.3816 
TRIM28 	 N2 	 0.04591338 	 0.02222222 	 2.066102 	 1.615618 	 -134.7946 	 -130.3736 	 0.09182676 	 -6491.601 	 -6491.517 	 1.509307 	 -152.5037 
TRIM28 	 N3 	 0.03526717 	 0.02222222 	 1.587023 	 1.666583 	 -139.879 	 -128.629 	 0.05995419 	 -9631.998 	 -9631.816 	 0.06511485 	 -221.3993 
CD48 	 U 	 Inf 	 0.03974359 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD48 	 LR 	 0.0521627 	 0.03974359 	 1.312481 	 1.564012 	 -134.7364 	 -134.2147 	 0.1251905 	 -6841.563 	 -6841.551 	 1.072541 	 -173.2851 
CD48 	 N1 	 0.08460501 	 0.03974359 	 2.128771 	 1.57556 	 -121.2687 	 -120.1778 	 0.1945915 	 -5728.07 	 -5728.046 	 3.255718 	 -141.846 
CD48 	 N2 	 0.0615979 	 0.03974359 	 1.549883 	 1.615618 	 -127.154 	 -122.7329 	 0.1231958 	 -8682.217 	 -8682.133 	 0.1691825 	 -209.4028 
CD48 	 N3 	 0.06923821 	 0.03974359 	 1.742123 	 1.666583 	 -122.3394 	 -111.0894 	 0.117705 	 -8790.981 	 -8790.8 	 0.1508565 	 -199.5547 
CDKN1A 	 U 	 Inf 	 0.1871795 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDKN1A 	 LR 	 0.2164729 	 0.1871795 	 1.156499 	 1.564012 	 -97.73587 	 -97.21413 	 0.5195349 	 -5496.722 	 -5496.71 	 4.11043 	 -138.3542 
CDKN1A 	 N1 	 0.2302074 	 0.1871795 	 1.229875 	 1.57556 	 -95.24301 	 -94.1521 	 0.529477 	 -6478.383 	 -6478.359 	 1.538565 	 -161.3346 
CDKN1A 	 N2 	 0.2277134 	 0.1871795 	 1.216551 	 1.615618 	 -93.16004 	 -88.73899 	 0.4554267 	 -7756.653 	 -7756.568 	 0.4265025 	 -185.3621 
CDKN1A 	 N3 	 0.2650208 	 0.1871795 	 1.415865 	 1.666583 	 -87.44079 	 -76.19079 	 0.4505354 	 -7992.315 	 -7992.133 	 0.3350224 	 -178.8101 
JMJD3 	 U 	 Inf 	 0.1854701 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JMJD3 	 LR 	 0.2433044 	 0.1854701 	 1.311825 	 1.564012 	 -94.69782 	 -94.17608 	 0.5839305 	 -5231.293 	 -5231.281 	 5.358539 	 -131.4599 
JMJD3 	 N1 	 0.2532753 	 0.1854701 	 1.365586 	 1.57556 	 -92.76011 	 -91.6692 	 0.5825331 	 -5335.974 	 -5335.95 	 4.816838 	 -131.6617 
JMJD3 	 N2 	 0.3444734 	 0.1854701 	 1.857299 	 1.615618 	 -82.39788 	 -77.97683 	 0.6889469 	 -5948.32 	 -5948.236 	 2.597084 	 -138.3925 
JMJD3 	 N3 	 0.3881125 	 0.1854701 	 2.092588 	 1.666583 	 -77.52214 	 -66.27214 	 0.6597913 	 -6761.815 	 -6761.634 	 1.145352 	 -146.8491 
RNF2 	 U 	 Inf 	 0.1320513 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RNF2 	 LR 	 0.1052925 	 0.1320513 	 0.7973605 	 1.564012 	 -116.4747 	 -115.9529 	 0.252702 	 -5052.237 	 -5052.225 	 6.408139 	 -126.8091 
RNF2 	 N1 	 0.1229753 	 0.1320513 	 0.9312689 	 1.57556 	 -111.5449 	 -110.454 	 0.2828431 	 -4942.802 	 -4942.778 	 7.134172 	 -121.4494 
RNF2 	 N2 	 0.2286763 	 0.1320513 	 1.731723 	 1.615618 	 -93.05033 	 -88.62928 	 0.4573526 	 -7735.198 	 -7735.114 	 0.4357423 	 -184.8049 
RNF2 	 N3 	 0.2541671 	 0.1320513 	 1.924761 	 1.666583 	 -88.52802 	 -77.27802 	 0.4320841 	 -8578.026 	 -8577.844 	 0.1866194 	 -194.0234 
LATS2 	 U 	 Inf 	 0.2269231 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LATS2 	 LR 	 0.3041017 	 0.2269231 	 1.340109 	 1.564012 	 -88.89855 	 -88.37681 	 0.729844 	 -4095.064 	 -4095.052 	 16.67291 	 -101.9475 
LATS2 	 N1 	 0.3268053 	 0.2269231 	 1.440159 	 1.57556 	 -86.13303 	 -85.04212 	 0.7516521 	 -4444.749 	 -4444.725 	 11.73355 	 -108.513 
LATS2 	 N2 	 0.4607423 	 0.2269231 	 2.03039 	 1.615618 	 -74.83651 	 -70.41546 	 0.9214846 	 -7594.638 	 -7594.553 	 0.5014336 	 -181.154 
LATS2 	 N3 	 0.5456222 	 0.2269231 	 2.404437 	 1.666583 	 -68.66572 	 -57.41572 	 0.9275577 	 -7725.867 	 -7725.685 	 0.437195 	 -171.8894 
FGF2 	 U 	 Inf 	 0.1777778 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FGF2 	 LR 	 0.3494356 	 0.1777778 	 1.965575 	 1.564012 	 -85.28566 	 -84.76392 	 0.8386454 	 -3744.017 	 -3744.005 	 23.67648 	 -92.82935 
FGF2 	 N1 	 0.3271691 	 0.1777778 	 1.840326 	 1.57556 	 -86.1041 	 -85.01319 	 0.752489 	 -4218.628 	 -4218.604 	 14.70734 	 -102.6397 
FGF2 	 N2 	 0.3946718 	 0.1777778 	 2.220029 	 1.615618 	 -78.8609 	 -74.43985 	 0.7893436 	 -7606.833 	 -7606.749 	 0.4953615 	 -181.4707 
FGF2 	 N3 	 0.4583296 	 0.1777778 	 2.578104 	 1.666583 	 -73.19851 	 -61.94851 	 0.7791604 	 -8058.014 	 -8057.832 	 0.3137399 	 -180.5166 
LCK 	 U 	 Inf 	 0.1547009 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LCK 	 LR 	 0.2231195 	 0.1547009 	 1.442264 	 1.564012 	 -96.94957 	 -96.42783 	 0.5354867 	 -4623.021 	 -4623.009 	 9.839018 	 -115.6606 
LCK 	 N1 	 0.1432922 	 0.1547009 	 0.9262538 	 1.57556 	 -107.5695 	 -106.4786 	 0.3295722 	 -5418.668 	 -5418.644 	 4.434904 	 -133.8096 
LCK 	 N2 	 0.09771019 	 0.1547009 	 0.6316073 	 1.615618 	 -115.1582 	 -110.7371 	 0.1954204 	 -8237.533 	 -8237.449 	 0.2638071 	 -197.8525 
LCK 	 N3 	 0.1097017 	 0.1547009 	 0.7091216 	 1.666583 	 -110.3739 	 -99.12392 	 0.1864929 	 -8547.409 	 -8547.228 	 0.1924156 	 -193.2282 
KLF5 	 U 	 Inf 	 0.2440171 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF5 	 LR 	 0.3633245 	 0.2440171 	 1.488931 	 1.564012 	 -84.27225 	 -83.75052 	 0.8719788 	 -4021.215 	 -4021.203 	 17.94948 	 -100.0293 
KLF5 	 N1 	 0.4664509 	 0.2440171 	 1.91155 	 1.57556 	 -76.88254 	 -75.79163 	 1.072837 	 -4709.596 	 -4709.572 	 9.005809 	 -115.3921 
KLF5 	 N2 	 0.5843599 	 0.2440171 	 2.39475 	 1.615618 	 -68.65688 	 -64.23582 	 1.16872 	 -7110.9 	 -7110.815 	 0.8129961 	 -168.5893 
KLF5 	 N3 	 0.6726947 	 0.2440171 	 2.756753 	 1.666583 	 -63.22223 	 -51.97223 	 1.143581 	 -7488.656 	 -7488.475 	 0.5541043 	 -165.7281 
KLF4 	 U 	 Inf 	 0.2333333 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF4 	 LR 	 0.3136724 	 0.2333333 	 1.34431 	 1.564012 	 -88.09288 	 -87.57114 	 0.7528138 	 -5517.567 	 -5517.555 	 4.025719 	 -138.8956 
KLF4 	 N1 	 0.2941317 	 0.2333333 	 1.260564 	 1.57556 	 -88.87179 	 -87.78088 	 0.6765029 	 -6323.257 	 -6323.233 	 1.796465 	 -157.3054 
KLF4 	 N2 	 0.3312646 	 0.2333333 	 1.419705 	 1.615618 	 -83.41447 	 -78.99342 	 0.6625291 	 -7125.465 	 -7125.381 	 0.8012515 	 -168.9677 
KLF4 	 N3 	 0.3685785 	 0.2333333 	 1.579622 	 1.666583 	 -78.86482 	 -67.61482 	 0.6265834 	 -6911.777 	 -6911.595 	 0.9859997 	 -150.7442 
NACC1 	 U 	 Inf 	 0.05555556 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NACC1 	 LR 	 0.077673 	 0.05555556 	 1.398114 	 1.564012 	 -124.3848 	 -123.863 	 0.1864152 	 -7859.388 	 -7859.376 	 0.3879894 	 -199.7221 
NACC1 	 N1 	 0.08874627 	 0.05555556 	 1.597433 	 1.57556 	 -120.0262 	 -118.9353 	 0.2041164 	 -7890.66 	 -7890.636 	 0.3753051 	 -198.0171 
NACC1 	 N2 	 0.0959868 	 0.05555556 	 1.727762 	 1.615618 	 -115.6208 	 -111.1998 	 0.1919736 	 -8310.414 	 -8310.329 	 0.2452825 	 -199.7455 
NACC1 	 N3 	 0.1134519 	 0.05555556 	 2.042134 	 1.666583 	 -109.5 	 -98.24997 	 0.1928682 	 -8855.685 	 -8855.504 	 0.1414137 	 -201.2353 
DNMT3L 	 U 	 Inf 	 0.1576923 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3L 	 LR 	 0.5186314 	 0.1576923 	 3.288882 	 1.564012 	 -75.01893 	 -74.49719 	 1.244715 	 -3981.929 	 -3981.916 	 18.66795 	 -99.00887 
DNMT3L 	 N1 	 0.6537709 	 0.1576923 	 4.145865 	 1.57556 	 -68.10483 	 -67.01392 	 1.503673 	 -5375.012 	 -5374.988 	 4.632602 	 -132.6756 
