Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
SP1 	 N3 	 0.1337433 	 0.07314815 	 1.828389 	 1.427582 	 -199.0588 	 -194.3219 	 0.5215989 	 -9598.404 	 -9598.223 	 0.06733719 	 -438.3894 
LEFTY1 	 U 	 Inf 	 0.1888889 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY1 	 LR 	 0.2136886 	 0.1888889 	 1.131293 	 1.395376 	 -182.6422 	 -182.3756 	 0.9829676 	 -5606.702 	 -5606.69 	 3.682744 	 -264.778 
LEFTY1 	 N1 	 0.2077419 	 0.1888889 	 1.09981 	 1.399485 	 -183.0519 	 -182.5065 	 0.9348387 	 -6681.613 	 -6681.588 	 1.255863 	 -314.1393 
LEFTY1 	 N2 	 0.2152678 	 0.1888889 	 1.139653 	 1.412735 	 -178.6555 	 -176.6067 	 0.9041248 	 -8916.032 	 -8915.947 	 0.1339407 	 -414.0686 
LEFTY1 	 N3 	 0.2304961 	 0.1888889 	 1.220274 	 1.427582 	 -172.9318 	 -168.1949 	 0.8989349 	 -9218.435 	 -9218.254 	 0.09842571 	 -420.1691 
SET 	 U 	 Inf 	 0.03449074 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SET 	 LR 	 0.03527228 	 0.03449074 	 1.022659 	 1.395376 	 -269.1105 	 -268.8439 	 0.1622525 	 -6937.645 	 -6937.633 	 0.9743783 	 -328.5994 
SET 	 N1 	 0.03463016 	 0.03449074 	 1.004042 	 1.399485 	 -269.0474 	 -268.5019 	 0.1558357 	 -6627.443 	 -6627.419 	 1.325697 	 -311.5417 
SET 	 N2 	 0.06142057 	 0.03449074 	 1.780784 	 1.412735 	 -238.8541 	 -236.8053 	 0.2579664 	 -9031.679 	 -9031.595 	 0.1193268 	 -419.6142 
SET 	 N3 	 0.0671962 	 0.03449074 	 1.948239 	 1.427582 	 -232.0974 	 -227.3606 	 0.2620652 	 -9477.639 	 -9477.457 	 0.07597142 	 -432.5985 
CBX7 	 U 	 Inf 	 0.03287037 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CBX7 	 LR 	 0.0247384 	 0.03287037 	 0.7526048 	 1.395376 	 -286.1381 	 -285.8714 	 0.1137966 	 -8206.957 	 -8206.945 	 0.2741721 	 -389.4655 
CBX7 	 N1 	 0.02935178 	 0.03287037 	 0.8929554 	 1.399485 	 -276.9852 	 -276.4398 	 0.132083 	 -7539.516 	 -7539.492 	 0.5330058 	 -355.2775 
CBX7 	 N2 	 0.03113835 	 0.03287037 	 0.9473077 	 1.412735 	 -271.4607 	 -269.4119 	 0.1307811 	 -10456.39 	 -10456.3 	 0.02874833 	 -487.9319 
CBX7 	 N3 	 0.03373042 	 0.03287037 	 1.026165 	 1.427582 	 -265.1798 	 -260.443 	 0.1315486 	 -10515.06 	 -10514.88 	 0.02694971 	 -482.345 
UTF1 	 U 	 Inf 	 0.1636574 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
UTF1 	 LR 	 0.5011008 	 0.1636574 	 3.061889 	 1.395376 	 -141.7324 	 -141.4658 	 2.305064 	 -3374.198 	 -3374.186 	 34.25841 	 -157.7248 
UTF1 	 N1 	 0.8068356 	 0.1636574 	 4.930028 	 1.399485 	 -117.9244 	 -117.379 	 3.63076 	 -5703.466 	 -5703.442 	 3.336734 	 -267.2351 
UTF1 	 N2 	 0.98445 	 0.1636574 	 6.01531 	 1.412735 	 -105.6859 	 -103.6371 	 4.13469 	 -7947.65 	 -7947.566 	 0.3524157 	 -367.6328 
UTF1 	 N3 	 1.071328 	 0.1636574 	 6.546163 	 1.427582 	 -99.18362 	 -94.44678 	 4.178179 	 -8756.801 	 -8756.619 	 0.1560967 	 -398.0328 
CDH2..NCAD. 	 U 	 Inf 	 0.1391204 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH2..NCAD. 	 LR 	 0.1305833 	 0.1391204 	 0.9386356 	 1.395376 	 -206.2826 	 -206.016 	 0.6006833 	 -5057.896 	 -5057.884 	 6.372017 	 -238.4616 
CDH2..NCAD. 	 N1 	 0.1326188 	 0.1391204 	 0.9532668 	 1.399485 	 -204.5952 	 -204.0497 	 0.5967847 	 -5115.233 	 -5115.209 	 6.005275 	 -239.0281 
CDH2..NCAD. 	 N2 	 0.1706084 	 0.1391204 	 1.226337 	 1.412735 	 -189.816 	 -187.7673 	 0.7165554 	 -6849.425 	 -6849.34 	 1.05568 	 -314.9706 
CDH2..NCAD. 	 N3 	 0.2173285 	 0.1391204 	 1.562162 	 1.427582 	 -175.7553 	 -171.0185 	 0.8475811 	 -9244.628 	 -9244.446 	 0.09588368 	 -421.4251 
HNF4A 	 U 	 Inf 	 0.09560185 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HNF4A 	 LR 	 0.09409563 	 0.09560185 	 0.9842449 	 1.395376 	 -222.0122 	 -221.7456 	 0.4328399 	 -5470.074 	 -5470.062 	 4.221327 	 -258.2264 
HNF4A 	 N1 	 0.106313 	 0.09560185 	 1.112039 	 1.399485 	 -215.2076 	 -214.6621 	 0.4784083 	 -6225.619 	 -6225.595 	 1.980523 	 -292.2734 
HNF4A 	 N2 	 0.1506271 	 0.09560185 	 1.575567 	 1.412735 	 -195.7951 	 -193.7463 	 0.6326338 	 -8085.258 	 -8085.174 	 0.3071515 	 -374.2313 
HNF4A 	 N3 	 0.1676206 	 0.09560185 	 1.753319 	 1.427582 	 -188.2213 	 -183.4844 	 0.6537203 	 -9451.374 	 -9451.192 	 0.07799119 	 -431.339 
TGFBR2 	 U 	 Inf 	 0.2141204 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TGFBR2 	 LR 	 0.302334 	 0.2141204 	 1.411981 	 1.395376 	 -165.9857 	 -165.719 	 1.390736 	 -5379.64 	 -5379.628 	 4.620453 	 -253.8899 
TGFBR2 	 N1 	 0.3850239 	 0.2141204 	 1.798166 	 1.399485 	 -153.4355 	 -152.8901 	 1.732608 	 -5808.916 	 -5808.891 	 3.00311 	 -272.2917 
TGFBR2 	 N2 	 0.3685001 	 0.2141204 	 1.720995 	 1.412735 	 -152.8527 	 -150.8039 	 1.5477 	 -7828.512 	 -7828.428 	 0.396958 	 -361.9198 
TGFBR2 	 N3 	 0.3988793 	 0.2141204 	 1.862874 	 1.427582 	 -146.6074 	 -141.8706 	 1.555629 	 -8183.704 	 -8183.523 	 0.2767181 	 -370.5517 
DUSP10 	 U 	 Inf 	 0.07893519 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DUSP10 	 LR 	 0.0734474 	 0.07893519 	 0.9304774 	 1.395376 	 -233.9039 	 -233.6372 	 0.3378581 	 -5619.793 	 -5619.781 	 3.634894 	 -265.4057 
DUSP10 	 N1 	 0.1090364 	 0.07893519 	 1.381341 	 1.399485 	 -213.9934 	 -213.448 	 0.4906639 	 -8336.047 	 -8336.023 	 0.2405185 	 -393.4728 
DUSP10 	 N2 	 0.111418 	 0.07893519 	 1.411513 	 1.412735 	 -210.268 	 -208.2192 	 0.4679556 	 -8477.635 	 -8477.551 	 0.2075466 	 -393.0466 
DUSP10 	 N3 	 0.135553 	 0.07893519 	 1.71727 	 1.427582 	 -198.4136 	 -193.6768 	 0.5286567 	 -8175.29 	 -8175.108 	 0.279054 	 -370.1482 
MYC 	 U 	 Inf 	 0.07962963 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
MYC 	 LR 	 1.724854 	 0.07962963 	 21.66096 	 1.395376 	 -82.40011 	 -82.13344 	 7.934329 	 -4569.479 	 -4569.467 	 10.37963 	 -215.041 
MYC 	 N1 	 1.756002 	 0.07962963 	 22.05211 	 1.399485 	 -80.59604 	 -80.05059 	 7.902007 	 -4801.475 	 -4801.451 	 8.215993 	 -223.9828 
MYC 	 N2 	 1.877709 	 0.07962963 	 23.58053 	 1.412735 	 -74.69108 	 -72.6423 	 7.886377 	 -8027.175 	 -8027.091 	 0.3255011 	 -371.4461 
MYC 	 N3 	 1.997391 	 0.07962963 	 25.08352 	 1.427582 	 -69.28237 	 -64.54552 	 7.789825 	 -8192.686 	 -8192.505 	 0.2742461 	 -370.9824 
ZFP42..REX1. 	 U 	 Inf 	 0.1914352 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZFP42..REX1. 	 LR 	 0.2068473 	 0.1914352 	 1.080509 	 1.395376 	 -184.2041 	 -183.9374 	 0.9514978 	 -3423.613 	 -3423.601 	 32.60827 	 -160.0944 
ZFP42..REX1. 	 N1 	 0.2435037 	 0.1914352 	 1.27199 	 1.399485 	 -175.4278 	 -174.8824 	 1.095767 	 -8469.49 	 -8469.466 	 0.2105002 	 -399.8717 
ZFP42..REX1. 	 N2 	 0.2619239 	 0.1914352 	 1.368212 	 1.412735 	 -169.2393 	 -167.1905 	 1.10008 	 -8552.142 	 -8552.058 	 0.1926593 	 -396.6194 
ZFP42..REX1. 	 N3 	 0.286285 	 0.1914352 	 1.495467 	 1.427582 	 -162.5276 	 -157.7908 	 1.116511 	 -8578.914 	 -8578.733 	 0.1864539 	 -389.5028 
TRIM28 	 U 	 Inf 	 0.03935185 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TRIM28 	 LR 	 0.04177905 	 0.03935185 	 1.061679 	 1.395376 	 -260.9842 	 -260.7176 	 0.1921836 	 -8507.599 	 -8507.587 	 0.2030423 	 -403.8819 
TRIM28 	 N1 	 0.04528088 	 0.03935185 	 1.150667 	 1.399485 	 -256.1757 	 -255.6303 	 0.203764 	 -9270.398 	 -9270.374 	 0.09457369 	 -438.2768 
TRIM28 	 N2 	 0.04840636 	 0.03935185 	 1.230091 	 1.412735 	 -250.2835 	 -248.2348 	 0.2033067 	 -9759.939 	 -9759.854 	 0.05764674 	 -454.5357 
TRIM28 	 N3 	 0.05176929 	 0.03935185 	 1.315549 	 1.427582 	 -244.6168 	 -239.8799 	 0.2019002 	 -9766.4 	 -9766.219 	 0.05693352 	 -446.4452 
CD48 	 U 	 Inf 	 0.05069444 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD48 	 LR 	 0.07246146 	 0.05069444 	 1.429377 	 1.395376 	 -234.5526 	 -234.2859 	 0.3333227 	 -6636.578 	 -6636.566 	 1.316282 	 -314.1626 
CD48 	 N1 	 0.08092955 	 0.05069444 	 1.596418 	 1.399485 	 -228.3024 	 -227.7569 	 0.364183 	 -7183.038 	 -7183.014 	 0.7610153 	 -338.1837 
CD48 	 N2 	 0.08691864 	 0.05069444 	 1.71456 	 1.412735 	 -222.1872 	 -220.1384 	 0.3650583 	 -9143.286 	 -9143.202 	 0.1067372 	 -424.9659 
CD48 	 N3 	 0.0939944 	 0.05069444 	 1.854136 	 1.427582 	 -215.9877 	 -211.2509 	 0.3665782 	 -9211.319 	 -9211.137 	 0.09912795 	 -419.8279 
CDKN1A 	 U 	 Inf 	 0.1844907 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDKN1A 	 LR 	 0.183765 	 0.1844907 	 0.9960661 	 1.395376 	 -189.8836 	 -189.617 	 0.8453189 	 -5915.699 	 -5915.687 	 2.704643 	 -279.595 
CDKN1A 	 N1 	 0.1811663 	 0.1844907 	 0.9819807 	 1.399485 	 -189.6222 	 -189.0768 	 0.8152486 	 -6962.327 	 -6962.303 	 0.9487487 	 -327.6001 
CDKN1A 	 N2 	 0.2001299 	 0.1844907 	 1.084769 	 1.412735 	 -182.1554 	 -180.1067 	 0.8405457 	 -8505.723 	 -8505.639 	 0.2018038 	 -394.3935 
CDKN1A 	 N3 	 0.2148394 	 0.1844907 	 1.1645 	 1.427582 	 -176.3083 	 -171.5714 	 0.8378737 	 -9044.691 	 -9044.51 	 0.1170817 	 -411.8378 
JMJD3 	 U 	 Inf 	 0.2013889 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JMJD3 	 LR 	 0.2307108 	 0.2013889 	 1.145599 	 1.395376 	 -178.9633 	 -178.6966 	 1.06127 	 -6267.388 	 -6267.376 	 1.903381 	 -296.4592 
JMJD3 	 N1 	 0.2676464 	 0.2013889 	 1.329003 	 1.399485 	 -170.8902 	 -170.3447 	 1.204409 	 -5231.569 	 -5231.545 	 5.34637 	 -244.6067 
JMJD3 	 N2 	 0.2877093 	 0.2013889 	 1.428625 	 1.412735 	 -164.7322 	 -162.6834 	 1.208379 	 -6888.432 	 -6888.348 	 1.015332 	 -316.8411 
JMJD3 	 N3 	 0.302421 	 0.2013889 	 1.501677 	 1.427582 	 -159.8957 	 -155.1588 	 1.179442 	 -8008.819 	 -8008.637 	 0.329544 	 -362.1656 
RNF2 	 U 	 Inf 	 0.1479167 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RNF2 	 LR 	 0.112033 	 0.1479167 	 0.7574065 	 1.395376 	 -213.6371 	 -213.3704 	 0.515352 	 -5484.848 	 -5484.836 	 4.159481 	 -258.9348 
RNF2 	 N1 	 0.1288285 	 0.1479167 	 0.8709534 	 1.399485 	 -205.987 	 -205.4416 	 0.5797283 	 -6137.2 	 -6137.176 	 2.163423 	 -288.0336 
RNF2 	 N2 	 0.1779922 	 0.1479167 	 1.203327 	 1.412735 	 -187.7823 	 -185.7336 	 0.7475671 	 -7620.283 	 -7620.198 	 0.4887504 	 -351.9348 
RNF2 	 N3 	 0.188366 	 0.1479167 	 1.27346 	 1.427582 	 -182.6205 	 -177.8836 	 0.7346275 	 -9051.955 	 -9051.774 	 0.1162352 	 -412.1861 
LATS2 	 U 	 Inf 	 0.2166667 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LATS2 	 LR 	 0.2985569 	 0.2166667 	 1.377955 	 1.395376 	 -166.5891 	 -166.3224 	 1.373362 	 -4624.827 	 -4624.815 	 9.82129 	 -217.695 
LATS2 	 N1 	 0.3501039 	 0.2166667 	 1.615864 	 1.399485 	 -157.9991 	 -157.4537 	 1.575467 	 -4640.276 	 -4640.252 	 9.651566 	 -216.253 
LATS2 	 N2 	 0.3891765 	 0.2166667 	 1.796199 	 1.412735 	 -150.2323 	 -148.1835 	 1.634541 	 -8420.631 	 -8420.546 	 0.2197089 	 -390.3131 
LATS2 	 N3 	 0.4210632 	 0.2166667 	 1.943369 	 1.427582 	 -144.0094 	 -139.2726 	 1.642147 	 -8681.477 	 -8681.295 	 0.1682959 	 -394.4209 
FGF2 	 U 	 Inf 	 0.1706019 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FGF2 	 LR 	 0.2622077 	 0.1706019 	 1.536957 	 1.395376 	 -172.8206 	 -172.554 	 1.206155 	 -4424.972 	 -4424.959 	 11.99162 	 -208.1116 
FGF2 	 N1 	 0.2742579 	 0.1706019 	 1.607591 	 1.399485 	 -169.7189 	 -169.1734 	 1.234161 	 -4735.577 	 -4735.553 	 8.775067 	 -220.8229 
FGF2 	 N2 	 0.3948371 	 0.1706019 	 2.314378 	 1.412735 	 -149.5391 	 -147.4903 	 1.658316 	 -7821.836 	 -7821.752 	 0.3996143 	 -361.5997 
FGF2 	 N3 	 0.4364442 	 0.1706019 	 2.558262 	 1.427582 	 -142.2873 	 -137.5505 	 1.702132 	 -8651.913 	 -8651.732 	 0.1733405 	 -393.0033 
LCK 	 U 	 Inf 	 0.15625 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LCK 	 LR 	 0.1681455 	 0.15625 	 1.076131 	 1.395376 	 -194.1474 	 -193.8807 	 0.7734691 	 -5208.576 	 -5208.564 	 5.481541 	 -245.687 
LCK 	 N1 	 0.2471505 	 0.15625 	 1.581763 	 1.399485 	 -174.7143 	 -174.1689 	 1.112177 	 -5290.772 	 -5290.748 	 5.039336 	 -247.4456 
LCK 	 N2 	 0.2345776 	 0.15625 	 1.501296 	 1.412735 	 -174.5321 	 -172.4833 	 0.9852258 	 -9135.415 	 -9135.331 	 0.1075798 	 -424.5885 
LCK 	 N3 	 0.2530162 	 0.15625 	 1.619304 	 1.427582 	 -168.4573 	 -163.7204 	 0.9867631 	 -9149.244 	 -9149.063 	 0.1054697 	 -416.8513 
KLF5 	 U 	 Inf 	 0.2226852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF5 	 LR 	 0.4658793 	 0.2226852 	 2.092098 	 1.395376 	 -145.2307 	 -144.9641 	 2.143045 	 -3949.419 	 -3949.407 	 19.28419 	 -185.3078 
KLF5 	 N1 	 0.6138873 	 0.2226852 	 2.75675 	 1.399485 	 -131.0432 	 -130.4978 	 2.762493 	 -5265.622 	 -5265.598 	 5.16755 	 -246.2396 
KLF5 	 N2 	 0.7470621 	 0.2226852 	 3.35479 	 1.412735 	 -118.9307 	 -116.8819 	 3.137661 	 -7435.401 	 -7435.316 	 0.5878956 	 -343.0693 
KLF5 	 N3 	 0.8174109 	 0.2226852 	 3.670702 	 1.427582 	 -112.1682 	 -107.4314 	 3.187903 	 -7280.963 	 -7280.781 	 0.6818697 	 -327.2634 
KLF4 	 U 	 Inf 	 0.2381944 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF4 	 LR 	 0.2937834 	 0.2381944 	 1.233376 	 1.395376 	 -167.3627 	 -167.0961 	 1.351404 	 -5951.951 	 -5951.939 	 2.608443 	 -281.3334 
KLF4 	 N1 	 0.2960306 	 0.2381944 	 1.242811 	 1.399485 	 -166.052 	 -165.5065 	 1.332138 	 -6694.51 	 -6694.486 	 1.239786 	 -314.7577 
KLF4 	 N2 	 0.3151131 	 0.2381944 	 1.322924 	 1.412735 	 -160.3651 	 -158.3163 	 1.323475 	 -7319.794 	 -7319.709 	 0.6598687 	 -337.5257 
KLF4 	 N3 	 0.3305502 	 0.2381944 	 1.387733 	 1.427582 	 -155.6266 	 -150.8898 	 1.289146 	 -7807.852 	 -7807.67 	 0.4028144 	 -352.5288 
NACC1 	 U 	 Inf 	 0.09444444 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NACC1 	 LR 	 0.1012507 	 0.09444444 	 1.072067 	 1.395376 	 -218.4944 	 -218.2277 	 0.4657534 	 -7855.593 	 -7855.581 	 0.3894631 	 -372.6169 
NACC1 	 N1 	 0.1066645 	 0.09444444 	 1.129388 	 1.399485 	 -215.0492 	 -214.5037 	 0.4799901 	 -7943.206 	 -7943.182 	 0.3561119 	 -374.6353 
